@PartitionA
r1, r2, r3, r4, r5, r6, r7, r8, r9, r10, r11, r12, r13, r14, r15, r16, r17, r18, r19, r20, r21, r22, r23, r24, r25, r26, r27, r28, r29, r30, r31, r32, r33, r34, r35, r36, r37, r38, r39, r40, r41, r42, r43, r44, r45, r46, r47, r48, r49, r50, r51, r52, r53, r54, r55, r56, r57, r58, r59, r60, r61, r62, r63, r64, r65, r66, r67, r68, r69, r70, r71, r72, r73, r74, r75, r76, r77, r78, r79, r80, r81, r82, r83, r84, r85, r86, r87, r88, r89, r90, r91, r92, r93, r94, r95, r96, r97, r98, r99, r100, r101, r102, r103, r104, r105, r106, r107, r108, r109, r110, r111, r112, r113, r114, r115, r116, r117, r118, r119, r120, r121, r122, r123, r124, r125, r126, r127, r128, r129, r130, r131, r132, r133, r134, r135, r136, r137, r138, r139, r140, r141, r142, r143, r144, r145, r146, r147, r148, r149, r150, r151, r152, r153, r154, r155, r156, r157, r158, r159, r160, r161, r162, r163, r164, r165, r166, r167, r168, r169, r170, r171, r172, r173, r174, r175, r176, r177, r178, r179, r180, r181, r182, r183, r184, r185, r186, r187, r188, r189, r190, r191, r192, r193, r194, r195, r196, r197, r198, r199, r200, r201, r202, r203, r204, r205, r206, r207, r208, r209, r210, r211, r212, r213, r214, r215, r216, r217, r218, r219, r220, r221, r222, r223, r224, r225, r226, r227, r228, r229, r230, r231, r232, r233, r234, r235, r236, r237, r238, r239, r240, r241, r242, r243, r244, r245, r246, r247, r248, r249, r250, r251, r252, r253, r254, r255, r256, r257, r258, r259, r260, r261, r262, r263, r264, r265, r266, r267, r268, r269, r270, r271, r272, r273, r274, r275, r276, r277, r278, r279, r280, r281, r282, r283, r284, r285, r286, r287, r288, r289, r290, r291, r292, r293, r294, r295, r296, r297, r298, r299, r300, r301, r302, r303, r304, r305, r306, r307, r308, r309, r310, r311, r312, r313, r314, r315, r316, r317, r318, r319, r320, r321, r322, r323, r324, r325, r326, r327, r328, r329, r330, r331, r332, r333, r334, r335, r336, r337, r338, r339, r340, r341, r342, r343, r344, r345, r346, r347, r348, r349, r350, r351, r352, r353, r354, r355, r356, r357, r358, r359, r360, r361, r362, r363, r364, r365, r366, r367, r368, r369, r370, r371, r372, r373, r374, r375, r376, r377, r378, r379, r380, r381, r382, r383, r384, r385, r386, r387, r388, r389, r390, r391, r392, r393, r394, r395, r396, r397, r398, r399, r400, r401, r402, r403, r404, r405, r406, r407, r408, r409, r410, r411, r412, r413, r414, r415, r416, r417, r418, r419, r420, r421, r422, r423, r424, r425, r426, r427, r428, r429, r430, r431, r432, r433, r434, r435, r436, r437, r438, r439, r440, r441, r442, r443, r444, r445, r446, r447, r448, r449, r450, r451, r452, r453, r454, r455, r456, r457, r458, r459, r460, r461, r462, r463, r464, r465, r466, r467, r468, r469, r470, r471, r472, r473, r474, r475, r476, r477, r478, r479, r480, r481, r482, r483, r484, r485, r486, r487, r488, r489, r490, r491, r492, r493, r494, r495, r496, r497, r498, r499, r500, r501, r502, r503, r504, r505, r506, r507, r508, r509, r510, r511, r512, r513, r514, r515, r516, r517, r518, r519, r520, r521, r522, r523, r524, r525, r526, r527, r528, r529, r530, r531, r532, r533, r534, r535, r536, r537, r538, r539, r540, r541, r542, r543, r544, r545, r546, r547, r548, r549, r550, r551, r552, r553, r554, r555, r556, r557, r558, r559, r560, r561, r562, r563, r564, r565, r566, r567, r568, r569, r570, r571, r572, r573, r574, r575, r576, r577, r578, r579, r580, r581, r582, r583, r584, r585, r586, r587, r588, r589, r590, r591, r592, r593, r594, r595, r596, r597, r598, r599, r600, r601, r602, r603, r604, r605, r606, r607, r608, r609, r610, r611, r612, r613, r614, r615, r616, r617, r618, r619, r620, r621, r622, r623, r624, r625, r626, r627, r628, r629, r630, r631, r632, r633, r634, r635, r636, r637, r638, r639, r640, r641, r642, r643, r644, r645, r646, r647, r648, r649, r650, r651, r652, r653, r654, r655, r656, r657, r658, r659, r660, r661, r662, r663, r664, r665, r666, r667, r668, r669, r670, r671, r672, r673, r674, r675, r676, r677, r678, r679, r680, r681, r682, r683, r684, r685, r686, r687, r688, r689, r690, r691, r692, r693, r694, r695, r696, r697, r698, r699, r700, r701, r702, r703, r704, r705, r706, r707, r708, r709, r710, r711, r712, r713, r714, r715, r716, r717, r718, r719, r720, r721, r722, r723, r724, r725, r726, r727, r728, r729, r730, r731, r732, r733, r734, r735, r736, r737, r738, r739, r740, r741, r742, r743, r744, r745, r746, r747, r748, r749, r750, r751, r752, r753, r754, r755, r756, r757, r758, r759, r760, r761, r762, r763, r764, r765, r766, r767, r768, r769, r770, r771, r772, r773, r774, r775, r776, r777, r778, r779, r780, r781, r782, r783, r784, r785, r786, r787, r788, r789, r790, r791, r792, r793, r794, r795, r796, r797, r798, r799, r800, r801, r802, r803, r804, r805, r806, r807, r808, r809, r810, r811, r812, r813, r814, r815, r816, r817, r818, r819, r820, r821, r822, r823, r824, r825, r826, r827, r828, r829, r830, r831, r832, r833, r834, r835, r836, r837, r838, r839, r840, r841, r842, r843, r844, r845, r846, r847, r848, r849, r850, r851, r852, r853, r854, r855, r856, r857, r858, r859, r860, r861, r862, r863, r864, r865, r866, r867, r868, r869, r870, r871, r872, r873, r874, r875, r876, r877, r878, r879, r880, r881, r882, r883, r884, r885, r886, r887, r888, r889, r890, r891, r892, r893, r894, r895, r896, r897, r898, r899, r900, r901, r902, r903, r904, r905, r906, r907, r908, r909, r910, r911, r912, r913, r914, r915, r916, r917, r918, r919, r920, r921, r922, r923, r924, r925, r926, r927, r928, r929, r930, r931, r932, r933, r934, r935, r936, r937, r938, r939, r940, r941, r942, r943, r944, r945, r946, r947, r948, r949, r950, r951, r952, r953, r954, r955, r956, r957, r958, r959, r960, r961, r962, r963, r964, r965, r966, r967, r968, r969, r970, r971, r972, r973, r974, r975, r976, r977, r978, r979, r980, r981, r982, r983, r984, r985, r986, r987, r988, r989, r990, r991, r992, r993, r994, r995, r996, r997, r998, r999, r1000 ;
@End

@PartitionB
h95 (9, 10), h67 (10, 10), h61 (3, 10), h43 (4, 10), h48 (4, 10), h11 (0, 10), h24 (7, 10), h80 (2, 10), h93 (0, 10), h85 (6, 10), h15 (3, 10), h99 (8, 10), h44 (9, 10), h64 (1, 10), h38 (9, 10), h33 (10, 10), h50 (2, 10), h45 (6, 10), h17 (5, 10), h27 (7, 10), h66 (10, 10), h81 (1, 10), h9 (9, 10), h30 (8, 10), h41 (8, 10), h37 (10, 10), h82 (10, 10), h60 (1, 10), h63 (9, 10), h35 (6, 10), h74 (7, 10), h28 (9, 10), h87 (7, 10), h36 (3, 10), h49 (10, 10), h72 (1, 10), h73 (4, 10), h22 (10, 10), h46 (10, 10), h52 (0, 10), h92 (3, 10), h65 (7, 10), h71 (4, 10), h96 (9, 10), h16 (0, 10), h31 (2, 10), h47 (9, 10), h89 (8, 10), h29 (10, 10), h6 (2, 10), h1 (1, 10), h7 (0, 10), h19 (0, 10), h70 (1, 10), h91 (2, 10), h3 (4, 10), h86 (6, 10), h10 (6, 10), h8 (1, 10), h5 (1, 10), h14 (8, 10), h83 (7, 10), h53 (10, 10), h58 (2, 10), h90 (5, 10), h56 (7, 10), h25 (2, 10), h34 (10, 10), h51 (3, 10), h13 (8, 10), h20 (0, 10), h69 (3, 10), h55 (9, 10), h98 (7, 10), h94 (9, 10), h39 (3, 10), h18 (10, 10), h32 (6, 10), h79 (7, 10), h77 (2, 10), h40 (10, 10), h78 (10, 10), h42 (6, 10), h76 (1, 10), h12 (9, 10), h2 (3, 10), h100 (0, 10), h97 (10, 10), h4 (1, 10), h68 (3, 10), h21 (2, 10), h23 (5, 10), h54 (6, 10), h84 (5, 10), h57 (7, 10), h88 (6, 10), h62 (5, 10), h59 (0, 10), h75 (3, 10), h26 (8, 10) ;
@End

@PreferenceListsA
r1 : h1, h80, h45, h30, h7, h63, h19, h38, h40, h22, h95, h28, h87, h96, h29, h15, h72, h66, h98, h42, h73, h31, h44, h60, h90, h99, h46, h37, h5, h59, h57, h54, h48, h3, h12, h14, h26, h8, h62, h69, h21, h17, h25, h53, h32, h94, h10, h91, h100, h77, h6, h49, h92, h81, h4, h39, h23, h84, h88, h71, h36, h74, h50, h2, h51, h68, h41, h78, h20, h16, h83, h24, h79, h67, h35 ;
r2 : h38, h5, h66, h25, h6, h62, h96, h63, h79, h45, h94, h90, h19, h48, h71, h93, h22, h26, h4, h27, h99, h88, h28, h8, h59, h3, h83, h9, h68, h75, h33, h29, h14, h73, h55, h17, h46, h37, h42, h41, h67, h92, h30, h16, h49, h44, h7, h10, h32, h24, h39, h2, h15, h50, h78, h87, h60, h31, h20, h80, h12, h91, h57, h95, h77, h76, h81, h1, h84, h97, h53, h98, h86, h52, h51 ;
r3 : h62, h79, h69, h25, h60, h95, h90, h13, h20, h96, h7, h30, h38, h66, h8, h16, h39, h6, h10, h19, h48, h63, h88, h74, h36, h99, h59, h44, h1, h94, h24, h22, h28, h18, h91, h45, h61, h53, h14, h47, h3, h89, h46, h29, h100, h33, h72, h31, h71, h37, h78, h77, h57, h73, h4, h68, h76, h15, h5, h40, h75, h11, h34, h2, h12, h41, h32, h87, h55, h51, h50, h17, h84, h81, h67 ;
r4 : h62, h71, h7, h77, h80, h19, h22, h30, h87, h99, h38, h93, h66, h58, h48, h43, h32, h96, h88, h15, h94, h8, h42, h9, h90, h98, h79, h59, h73, h14, h69, h41, h81, h40, h25, h78, h23, h29, h72, h83, h10, h21, h11, h17, h63, h3, h45, h12, h46, h31, h95, h86, h4, h52, h37, h39, h28, h60, h33, h49, h57, h44, h54, h13, h6, h92, h74, h67, h68, h47, h26, h82, h61, h5, h16 ;
r5 : h19, h71, h31, h72, h38, h39, h61, h6, h66, h59, h7, h88, h30, h96, h99, h22, h36, h44, h83, h54, h25, h90, h51, h58, h27, h24, h8, h14, h45, h49, h95, h56, h100, h79, h52, h26, h73, h92, h93, h10, h12, h60, h77, h29, h3, h40, h4, h82, h41, h62, h32, h48, h78, h80, h15, h33, h9, h16, h94, h20, h55, h17, h53, h37, h91, h57, h46, h68, h42, h63, h11, h5, h81, h86, h75 ;
r6 : h29, h60, h38, h77, h69, h4, h54, h17, h88, h43, h30, h8, h82, h63, h25, h39, h99, h71, h21, h12, h37, h41, h73, h19, h46, h15, h78, h94, h42, h93, h66, h45, h91, h90, h24, h100, h3, h80, h10, h55, h7, h74, h96, h61, h59, h87, h31, h14, h40, h22, h84, h72, h44, h95, h57, h28, h51, h83, h67, h27, h23, h92, h16, h68, h32, h56, h5, h9, h34, h53, h52, h6, h81, h11, h48 ;
r7 : h7, h77, h85, h59, h24, h73, h39, h60, h40, h88, h69, h37, h1, h4, h30, h38, h22, h26, h31, h12, h44, h90, h79, h8, h55, h66, h46, h71, h56, h16, h81, h72, h96, h91, h29, h74, h61, h17, h6, h41, h45, h99, h20, h9, h57, h67, h33, h10, h5, h19, h54, h32, h95, h14, h80, h43, h25, h28, h42, h51, h36, h48, h53, h92, h83, h15, h63, h2, h68, h3, h86, h62, h98, h87, h94 ;
r8 : h59, h8, h7, h63, h29, h24, h66, h22, h9, h19, h73, h39, h17, h33, h10, h30, h4, h62, h46, h54, h1, h92, h98, h48, h80, h25, h11, h90, h96, h56, h91, h69, h60, h38, h37, h5, h3, h77, h68, h51, h42, h52, h45, h99, h14, h88, h31, h12, h15, h16, h44, h36, h55, h23, h94, h75, h53, h78, h28, h61, h79, h87, h65, h85, h67, h72, h20, h6, h32, h71, h41, h26, h95, h50, h76 ;
r9 : h5, h19, h66, h100, h22, h4, h73, h59, h3, h46, h83, h32, h8, h53, h95, h9, h26, h38, h25, h16, h89, h81, h45, h10, h94, h6, h12, h29, h24, h17, h41, h69, h51, h7, h99, h88, h44, h13, h2, h72, h86, h77, h60, h48, h42, h14, h15, h67, h30, h62, h31, h96, h39, h90, h37, h36, h98, h79, h78, h87, h92, h75, h61, h85, h28, h58, h20, h1, h80, h68, h65, h56, h23, h40, h27 ;
r10 : h4, h96, h29, h34, h63, h39, h72, h95, h9, h28, h62, h74, h90, h75, h99, h59, h91, h30, h32, h48, h79, h38, h51, h46, h19, h24, h8, h25, h31, h15, h12, h7, h89, h53, h10, h2, h1, h22, h60, h33, h55, h41, h14, h52, h47, h66, h45, h16, h67, h40, h94, h20, h100, h69, h36, h44, h61, h77, h6, h73, h21, h88, h26, h37, h56, h58, h42, h81, h54, h84, h98, h17, h68, h92, h87 ;
r11 : h40, h81, h4, h48, h39, h92, h53, h42, h19, h98, h29, h37, h12, h41, h7, h59, h83, h10, h8, h60, h25, h28, h94, h67, h75, h85, h55, h77, h5, h87, h78, h99, h71, h26, h45, h36, h9, h34, h21, h72, h6, h16, h31, h30, h96, h13, h80, h52, h95, h38, h3, h22, h56, h20, h14, h32, h15, h66, h74, h24, h89, h62, h17, h90, h54, h46, h1, h61, h79, h73, h82, h50, h69, h18, h44 ;
r12 : h60, h15, h92, h66, h67, h53, h96, h7, h38, h52, h40, h28, h85, h61, h41, h10, h42, h88, h26, h25, h45, h99, h39, h24, h19, h4, h50, h73, h12, h32, h95, h62, h79, h1, h3, h78, h30, h8, h57, h9, h59, h37, h55, h69, h71, h93, h87, h11, h2, h90, h56, h75, h29, h35, h14, h48, h74, h31, h20, h89, h82, h80, h16, h94, h22, h46, h27, h72, h17, h23, h63, h18, h91, h6, h86 ;
r13 : h51, h12, h54, h91, h1, h59, h52, h38, h77, h66, h7, h5, h64, h99, h60, h43, h30, h94, h25, h62, h8, h14, h79, h19, h96, h69, h90, h44, h17, h85, h39, h49, h22, h24, h45, h88, h9, h29, h72, h73, h100, h10, h46, h68, h48, h56, h36, h67, h2, h16, h42, h4, h87, h21, h63, h15, h80, h6, h82, h75, h47, h55, h98, h37, h40, h86, h31, h53, h78, h3, h26, h95, h71, h57, h13 ;
r14 : h79, h29, h40, h10, h8, h3, h38, h67, h7, h100, h52, h19, h69, h59, h25, h44, h28, h12, h66, h88, h71, h41, h6, h96, h43, h57, h73, h82, h15, h87, h68, h48, h70, h16, h83, h60, h78, h31, h4, h84, h45, h80, h9, h46, h98, h99, h90, h61, h75, h22, h50, h77, h74, h30, h85, h14, h37, h39, h24, h54, h49, h62, h97, h95, h1, h26, h42, h94, h21, h92, h27, h47, h86, h32, h20 ;
r15 : h85, h31, h24, h69, h38, h94, h3, h8, h11, h44, h33, h81, h17, h62, h12, h14, h45, h39, h87, h56, h66, h90, h9, h73, h16, h98, h22, h19, h5, h55, h88, h7, h2, h63, h30, h4, h29, h61, h15, h100, h25, h1, h59, h36, h97, h48, h43, h91, h46, h99, h60, h95, h75, h41, h42, h32, h6, h10, h40, h53, h72, h77, h71, h37, h57, h80, h86, h93, h89, h26, h79, h92, h82, h96, h74 ;
r16 : h36, h55, h38, h39, h78, h73, h95, h71, h28, h19, h59, h88, h50, h3, h5, h60, h67, h75, h63, h31, h41, h69, h64, h45, h96, h42, h12, h30, h15, h72, h77, h62, h66, h6, h4, h25, h46, h22, h48, h94, h93, h81, h53, h91, h9, h20, h29, h86, h37, h7, h32, h79, h87, h14, h90, h76, h21, h92, h99, h26, h24, h89, h85, h70, h49, h8, h44, h97, h10, h98, h80, h56, h16, h84, h74 ;
r17 : h90, h21, h14, h12, h87, h9, h30, h8, h62, h59, h85, h28, h74, h36, h72, h46, h7, h32, h69, h54, h33, h17, h68, h38, h99, h58, h57, h45, h29, h41, h24, h6, h2, h60, h19, h67, h5, h78, h23, h22, h18, h77, h48, h66, h63, h92, h25, h4, h91, h70, h73, h11, h39, h79, h51, h31, h94, h3, h43, h40, h98, h55, h61, h75, h26, h15, h49, h16, h44, h83, h93, h81, h82, h86, h53 ;
r18 : h22, h72, h62, h99, h91, h31, h45, h25, h55, h79, h38, h68, h84, h46, h44, h26, h74, h15, h14, h77, h8, h36, h94, h5, h56, h30, h60, h80, h4, h2, h10, h12, h20, h100, h88, h41, h59, h48, h81, h96, h61, h92, h73, h66, h90, h43, h33, h19, h24, h67, h16, h32, h9, h37, h29, h85, h6, h39, h78, h83, h65, h54, h7, h17, h28, h1, h69, h87, h49, h42, h95, h86, h75, h63, h53 ;
