@PartitionA
r1, r2, r3, r4, r5, r6, r7, r8, r9, r10, r11, r12, r13, r14, r15, r16, r17, r18, r19, r20, r21, r22, r23, r24, r25, r26, r27, r28, r29, r30, r31, r32, r33, r34, r35, r36, r37, r38, r39, r40, r41, r42, r43, r44, r45, r46, r47, r48, r49, r50, r51, r52, r53, r54, r55, r56, r57, r58, r59, r60, r61, r62, r63, r64, r65, r66, r67, r68, r69, r70, r71, r72, r73, r74, r75, r76, r77, r78, r79, r80, r81, r82, r83, r84, r85, r86, r87, r88, r89, r90, r91, r92, r93, r94, r95, r96, r97, r98, r99, r100, r101, r102, r103, r104, r105, r106, r107, r108, r109, r110, r111, r112, r113, r114, r115, r116, r117, r118, r119, r120, r121, r122, r123, r124, r125, r126, r127, r128, r129, r130, r131, r132, r133, r134, r135, r136, r137, r138, r139, r140, r141, r142, r143, r144, r145, r146, r147, r148, r149, r150, r151, r152, r153, r154, r155, r156, r157, r158, r159, r160, r161, r162, r163, r164, r165, r166, r167, r168, r169, r170, r171, r172, r173, r174, r175, r176, r177, r178, r179, r180, r181, r182, r183, r184, r185, r186, r187, r188, r189, r190, r191, r192, r193, r194, r195, r196, r197, r198, r199, r200, r201, r202, r203, r204, r205, r206, r207, r208, r209, r210, r211, r212, r213, r214, r215, r216, r217, r218, r219, r220, r221, r222, r223, r224, r225, r226, r227, r228, r229, r230, r231, r232, r233, r234, r235, r236, r237, r238, r239, r240, r241, r242, r243, r244, r245, r246, r247, r248, r249, r250, r251, r252, r253, r254, r255, r256, r257, r258, r259, r260, r261, r262, r263, r264, r265, r266, r267, r268, r269, r270, r271, r272, r273, r274, r275, r276, r277, r278, r279, r280, r281, r282, r283, r284, r285, r286, r287, r288, r289, r290, r291, r292, r293, r294, r295, r296, r297, r298, r299, r300, r301, r302, r303, r304, r305, r306, r307, r308, r309, r310, r311, r312, r313, r314, r315, r316, r317, r318, r319, r320, r321, r322, r323, r324, r325, r326, r327, r328, r329, r330, r331, r332, r333, r334, r335, r336, r337, r338, r339, r340, r341, r342, r343, r344, r345, r346, r347, r348, r349, r350, r351, r352, r353, r354, r355, r356, r357, r358, r359, r360, r361, r362, r363, r364, r365, r366, r367, r368, r369, r370, r371, r372, r373, r374, r375, r376, r377, r378, r379, r380, r381, r382, r383, r384, r385, r386, r387, r388, r389, r390, r391, r392, r393, r394, r395, r396, r397, r398, r399, r400, r401, r402, r403, r404, r405, r406, r407, r408, r409, r410, r411, r412, r413, r414, r415, r416, r417, r418, r419, r420, r421, r422, r423, r424, r425, r426, r427, r428, r429, r430, r431, r432, r433, r434, r435, r436, r437, r438, r439, r440, r441, r442, r443, r444, r445, r446, r447, r448, r449, r450, r451, r452, r453, r454, r455, r456, r457, r458, r459, r460, r461, r462, r463, r464, r465, r466, r467, r468, r469, r470, r471, r472, r473, r474, r475, r476, r477, r478, r479, r480, r481, r482, r483, r484, r485, r486, r487, r488, r489, r490, r491, r492, r493, r494, r495, r496, r497, r498, r499, r500, r501, r502, r503, r504, r505, r506, r507, r508, r509, r510, r511, r512, r513, r514, r515, r516, r517, r518, r519, r520, r521, r522, r523, r524, r525, r526, r527, r528, r529, r530, r531, r532, r533, r534, r535, r536, r537, r538, r539, r540, r541, r542, r543, r544, r545, r546, r547, r548, r549, r550, r551, r552, r553, r554, r555, r556, r557, r558, r559, r560, r561, r562, r563, r564, r565, r566, r567, r568, r569, r570, r571, r572, r573, r574, r575, r576, r577, r578, r579, r580, r581, r582, r583, r584, r585, r586, r587, r588, r589, r590, r591, r592, r593, r594, r595, r596, r597, r598, r599, r600, r601, r602, r603, r604, r605, r606, r607, r608, r609, r610, r611, r612, r613, r614, r615, r616, r617, r618, r619, r620, r621, r622, r623, r624, r625, r626, r627, r628, r629, r630, r631, r632, r633, r634, r635, r636, r637, r638, r639, r640, r641, r642, r643, r644, r645, r646, r647, r648, r649, r650, r651, r652, r653, r654, r655, r656, r657, r658, r659, r660, r661, r662, r663, r664, r665, r666, r667, r668, r669, r670, r671, r672, r673, r674, r675, r676, r677, r678, r679, r680, r681, r682, r683, r684, r685, r686, r687, r688, r689, r690, r691, r692, r693, r694, r695, r696, r697, r698, r699, r700, r701, r702, r703, r704, r705, r706, r707, r708, r709, r710, r711, r712, r713, r714, r715, r716, r717, r718, r719, r720, r721, r722, r723, r724, r725, r726, r727, r728, r729, r730, r731, r732, r733, r734, r735, r736, r737, r738, r739, r740, r741, r742, r743, r744, r745, r746, r747, r748, r749, r750, r751, r752, r753, r754, r755, r756, r757, r758, r759, r760, r761, r762, r763, r764, r765, r766, r767, r768, r769, r770, r771, r772, r773, r774, r775, r776, r777, r778, r779, r780, r781, r782, r783, r784, r785, r786, r787, r788, r789, r790, r791, r792, r793, r794, r795, r796, r797, r798, r799, r800, r801, r802, r803, r804, r805, r806, r807, r808, r809, r810, r811, r812, r813, r814, r815, r816, r817, r818, r819, r820, r821, r822, r823, r824, r825, r826, r827, r828, r829, r830, r831, r832, r833, r834, r835, r836, r837, r838, r839, r840, r841, r842, r843, r844, r845, r846, r847, r848, r849, r850, r851, r852, r853, r854, r855, r856, r857, r858, r859, r860, r861, r862, r863, r864, r865, r866, r867, r868, r869, r870, r871, r872, r873, r874, r875, r876, r877, r878, r879, r880, r881, r882, r883, r884, r885, r886, r887, r888, r889, r890, r891, r892, r893, r894, r895, r896, r897, r898, r899, r900, r901, r902, r903, r904, r905, r906, r907, r908, r909, r910, r911, r912, r913, r914, r915, r916, r917, r918, r919, r920, r921, r922, r923, r924, r925, r926, r927, r928, r929, r930, r931, r932, r933, r934, r935, r936, r937, r938, r939, r940, r941, r942, r943, r944, r945, r946, r947, r948, r949, r950, r951, r952, r953, r954, r955, r956, r957, r958, r959, r960, r961, r962, r963, r964, r965, r966, r967, r968, r969, r970, r971, r972, r973, r974, r975, r976, r977, r978, r979, r980, r981, r982, r983, r984, r985, r986, r987, r988, r989, r990, r991, r992, r993, r994, r995, r996, r997, r998, r999, r1000 ;
@End

@PartitionB
h52 (4, 10), h73 (0, 10), h56 (0, 10), h76 (7, 10), h60 (1, 10), h82 (9, 10), h12 (1, 10), h75 (2, 10), h22 (10, 10), h5 (10, 10), h78 (1, 10), h3 (6, 10), h66 (7, 10), h54 (10, 10), h91 (9, 10), h31 (8, 10), h67 (2, 10), h34 (5, 10), h53 (8, 10), h28 (4, 10), h84 (1, 10), h29 (8, 10), h13 (1, 10), h14 (4, 10), h17 (3, 10), h30 (7, 10), h4 (7, 10), h71 (9, 10), h81 (1, 10), h55 (10, 10), h80 (9, 10), h42 (4, 10), h64 (9, 10), h77 (8, 10), h33 (9, 10), h100 (6, 10), h19 (1, 10), h89 (4, 10), h59 (9, 10), h70 (6, 10), h27 (9, 10), h32 (10, 10), h1 (9, 10), h23 (8, 10), h38 (6, 10), h57 (4, 10), h35 (3, 10), h16 (0, 10), h21 (3, 10), h62 (7, 10), h26 (9, 10), h18 (2, 10), h83 (7, 10), h65 (0, 10), h47 (4, 10), h96 (10, 10), h85 (7, 10), h87 (4, 10), h90 (0, 10), h69 (7, 10), h72 (3, 10), h45 (3, 10), h37 (2, 10), h68 (6, 10), h43 (9, 10), h48 (3, 10), h74 (10, 10), h93 (1, 10), h8 (8, 10), h11 (9, 10), h15 (1, 10), h10 (5, 10), h95 (3, 10), h20 (6, 10), h36 (5, 10), h9 (3, 10), h44 (6, 10), h49 (6, 10), h46 (1, 10), h2 (1, 10), h92 (8, 10), h86 (4, 10), h94 (6, 10), h7 (9, 10), h98 (4, 10), h99 (9, 10), h41 (7, 10), h97 (8, 10), h6 (4, 10), h61 (9, 10), h40 (4, 10), h50 (9, 10), h51 (10, 10), h79 (6, 10), h63 (0, 10), h39 (4, 10), h25 (9, 10), h88 (5, 10), h58 (6, 10), h24 (10, 10) ;
@End

@PreferenceListsA
r1 : h17, h8, h59, h69, h88, h99, h19, h44, h90, h6, h49, h16, h1, h38, h78, h82, h23, h13, h29, h74, h96, h79, h55, h22, h50, h75, h34, h92, h15, h46, h48, h35, h61, h54, h25, h91, h27, h81, h36, h84, h41, h60, h77, h70, h37, h58, h80, h95, h85, h62 ;
r2 : h37, h92, h29, h44, h61, h50, h56, h47, h90, h1, h78, h100, h5, h88, h60, h17, h31, h82, h40, h96, h49, h15, h43, h12, h34, h53, h99, h45, h4, h27, h70, h69, h91, h35, h30, h62, h8, h48, h68, h14, h79, h39, h38, h81, h28, h18, h19, h16, h46, h76 ;
r3 : h16, h5, h78, h9, h39, h15, h1, h84, h91, h80, h95, h46, h44, h58, h10, h67, h88, h94, h60, h27, h61, h38, h50, h76, h83, h98, h54, h3, h92, h45, h81, h69, h99, h14, h25, h82, h53, h17, h8, h29, h42, h100, h85, h22, h87, h68, h4, h35, h96, h75 ;
r4 : h27, h57, h32, h62, h69, h85, h37, h35, h67, h40, h3, h84, h43, h61, h60, h90, h88, h79, h59, h63, h50, h80, h16, h46, h9, h25, h2, h100, h96, h83, h49, h15, h82, h8, h38, h1, h17, h98, h22, h12, h78, h91, h74, h24, h86, h45, h70, h48, h73, h47 ;
r5 : h15, h41, h88, h46, h24, h55, h22, h60, h92, h52, h20, h69, h45, h43, h14, h89, h90, h8, h50, h1, h77, h28, h67, h98, h83, h29, h94, h33, h70, h27, h59, h61, h36, h73, h96, h9, h25, h11, h81, h44, h26, h82, h49, h31, h23, h48, h91, h76, h3, h68 ;
r6 : h36, h10, h1, h91, h61, h32, h53, h82, h76, h68, h99, h50, h88, h16, h95, h15, h24, h80, h63, h59, h9, h38, h96, h27, h75, h39, h46, h17, h60, h57, h35, h2, h8, h85, h13, h62, h47, h77, h23, h4, h58, h83, h81, h30, h70, h86, h94, h5, h44, h48 ;
r7 : h83, h22, h38, h37, h53, h46, h61, h100, h23, h62, h88, h14, h60, h82, h8, h52, h7, h50, h20, h69, h42, h63, h91, h45, h96, h3, h77, h68, h39, h48, h55, h87, h75, h70, h27, h98, h1, h31, h49, h11, h94, h15, h59, h36, h29, h25, h79, h35, h10, h17 ;
r8 : h20, h39, h61, h29, h45, h40, h59, h1, h90, h91, h88, h23, h78, h49, h48, h96, h14, h2, h50, h8, h94, h53, h25, h60, h17, h15, h76, h43, h99, h52, h4, h54, h46, h75, h11, h32, h41, h84, h47, h100, h38, h12, h3, h63, h70, h85, h79, h68, h34, h82 ;
r9 : h23, h88, h70, h52, h14, h58, h5, h59, h2, h3, h79, h83, h68, h62, h17, h48, h61, h95, h60, h99, h44, h46, h9, h96, h35, h84, h89, h69, h100, h34, h18, h93, h90, h92, h67, h91, h45, h80, h51, h40, h20, h36, h50, h86, h65, h33, h75, h19, h37, h94 ;
r10 : h90, h61, h79, h1, h9, h37, h98, h59, h25, h15, h30, h52, h88, h91, h67, h60, h38, h55, h46, h63, h96, h28, h8, h76, h23, h84, h68, h31, h83, h3, h100, h43, h45, h42, h34, h95, h5, h32, h20, h19, h70, h87, h54, h17, h66, h92, h39, h75, h14, h33 ;
r11 : h29, h23, h1, h27, h51, h17, h11, h61, h65, h69, h3, h41, h36, h39, h94, h75, h31, h78, h63, h80, h96, h83, h66, h9, h85, h82, h98, h38, h45, h91, h70, h59, h20, h4, h37, h14, h86, h88, h43, h35, h50, h49, h60, h46, h8, h2, h22, h33, h56, h47 ;
r12 : h83, h72, h23, h45, h39, h59, h22, h17, h50, h98, h62, h82, h20, h29, h68, h96, h1, h32, h11, h36, h64, h70, h75, h46, h69, h93, h67, h34, h2, h99, h25, h86, h63, h60, h37, h80, h26, h3, h97, h90, h61, h9, h94, h35, h79, h31, h73, h89, h33, h7 ;
r13 : h96, h8, h69, h46, h37, h75, h3, h91, h2, h50, h45, h83, h19, h82, h27, h61, h88, h23, h60, h81, h70, h42, h59, h39, h62, h68, h63, h76, h1, h67, h15, h89, h17, h98, h40, h52, h80, h79, h34, h38, h48, h29, h24, h87, h51, h77, h33, h41, h55, h9 ;
r14 : h52, h80, h61, h96, h78, h59, h99, h69, h81, h3, h11, h68, h8, h5, h54, h95, h45, h87, h50, h67, h46, h51, h38, h88, h66, h73, h35, h49, h1, h23, h92, h27, h43, h28, h82, h41, h85, h86, h34, h4, h31, h29, h9, h17, h62, h58, h76, h39, h30, h91 ;
r15 : h88, h76, h38, h80, h39, h49, h46, h69, h45, h25, h82, h2, h9, h56, h44, h61, h1, h52, h62, h22, h3, h27, h60, h100, h17, h51, h96, h31, h37, h32, h54, h73, h68, h95, h8, h50, h78, h47, h7, h83, h41, h4, h70, h29, h14, h64, h87, h34, h75, h91 ;
r16 : h29, h58, h39, h44, h87, h81, h46, h96, h53, h48, h99, h42, h79, h84, h50, h60, h34, h61, h59, h88, h76, h94, h85, h36, h8, h64, h38, h51, h23, h17, h62, h14, h13, h78, h45, h75, h37, h55, h66, h70, h69, h80, h73, h52, h25, h67, h22, h7, h63, h15 ;
r17 : h3, h23, h69, h88, h96, h40, h79, h32, h85, h76, h98, h19, h91, h38, h68, h41, h70, h39, h45, h83, h87, h63, h34, h55, h43, h62, h17, h90, h58, h94, h61, h64, h75, h81, h27, h1, h15, h82, h93, h60, h48, h72, h53, h59, h11, h46, h14, h50, h35, h37 ;
r18 : h50, h38, h28, h1, h48, h91, h98, h90, h34, h8, h84, h61, h82, h4, h92, h78, h41, h42, h96, h45, h14, h17, h29, h27, h62, h44, h40, h55, h25, h59, h83, h54, h49, h3, h9, h68, h63, h46, h77, h76, h86, h79, h23, h60, h71, h87, h94, h10, h30, h88 ;
r19 : h49, h24, h88, h69, h59, h78, h29, h15, h46, h90, h35, h8, h1, h17, h76, h85, h61, h38, h42, h14, h55, h86, h75, h39, h37, h91, h9, h34, h89, h60, h79, h53, h45, h98, h44, h52, h96, h51, h50, h63, h62, h13, h99, h97, h82, h83, h3, h58, h28, h36 ;
r20 : h39, h61, h12, h70, h59, h55, h46, h2, h3, h38, h88, h36, h95, h27, h80, h45, h23, h8, h4, h31, h76, h49, h90, h17, h52, h35, h79, h1, h86, h60, h50, h85, h69, h47, h100, h37, h67, h96, h68, h54, h92, h34, h66, h14, h26, h40, h20, h91, h24, h58 ;
r21 : h62, h17, h92, h58, h24, h8, h23, h46, h43, h4, h52, h91, h31, h69, h59, h51, h56, h72, h66, h100, h96, h80, h25, h70, h29, h82, h55, h78, h50, h35, h88, h79, h98, h61, h54, h3, h84, h9, h60, h16, h94, h45, h32, h30, h85, h38, h14, h33, h95, h10 ;
r22 : h63, h37, h59, h17, h1, h46, h14, h78, h9, h88, h45, h82, h89, h96, h44, h61, h32, h98, h49, h94, h75, h52, h80, h73, h81, h39, h60, h79, h68, h36, h23, h99, h18, h26, h11, h19, h90, h29, h27, h25, h20, h91, h83, h38, h43, h2, h58, h7, h22, h92 ;
r23 : h46, h36, h8, h39, h76, h88, h100, h43, h29, h42, h12, h37, h35, h40, h64, h1, h78, h14, h96, h75, h68, h31, h79, h86, h25, h61, h30, h59, h10, h56, h38, h27, h48, h47, h94, h2, h83, h84, h9, h45, h11, h70, h52, h49, h34, h15, h28, h3, h95, h19 ;
r24 : h5, h69, h44, h1, h56, h4, h51, h25, h49, h54, h46, h8, h59, h91, h39, h45, h52, h88, h37, h17, h42, h12, h90, h61, h41, h23, h94, h70, h68, h11, h84, h15, h35, h29, h60, h34, h2, h20, h76, h32, h79, h82, h100, h22, h83, h92, h80, h96, h9, h18 ;
r25 : h63, h60, h94, h22, h70, h53, h9, h61, h34, h14, h75, h88, h1, h47, h96, h99, h66, h91, h85, h82, h68, h23, h10, h51, h8, h35, h50, h5, h83, h55, h27, h3, h79, h72, h62, h46, h33, h36, h25, h59, h100, h78, h29, h37, h17, h15, h73, h12, h42, h38 ;
r26 : h80, h45, h100, h32, h33, h67, h49, h50, h92, h59, h60, h37, h17, h34, h1, h75, h96, h4, h9, h38, h2, h91, h35, h40, h94, h15, h14, h44, h39, h29, h62, h82, h63, h97, h54, h83, h41, h22, h84, h61, h3, h69, h25, h42, h78, h85, h10, h88, h16, h87 ;
r27 : h44, h46, h47, h60, h58, h23, h66, h45, h78, h29, h35, h68, h38, h6, h17, h13, h52, h24, h32, h98, h59, h51, h61, h2, h9, h1, h62, h90, h77, h55, h75, h91, h3, h63, h82, h20, h88, h96, h39, h79, h84, h76, h34, h14, h22, h27, h50, h19, h37, h5 ;
