@PartitionA
r1, r2, r3, r4, r5, r6, r7, r8, r9, r10, r11, r12, r13, r14, r15, r16, r17, r18, r19, r20, r21, r22, r23, r24, r25, r26, r27, r28, r29, r30, r31, r32, r33, r34, r35, r36, r37, r38, r39, r40, r41, r42, r43, r44, r45, r46, r47, r48, r49, r50, r51, r52, r53, r54, r55, r56, r57, r58, r59, r60, r61, r62, r63, r64, r65, r66, r67, r68, r69, r70, r71, r72, r73, r74, r75, r76, r77, r78, r79, r80, r81, r82, r83, r84, r85, r86, r87, r88, r89, r90, r91, r92, r93, r94, r95, r96, r97, r98, r99, r100, r101, r102, r103, r104, r105, r106, r107, r108, r109, r110, r111, r112, r113, r114, r115, r116, r117, r118, r119, r120, r121, r122, r123, r124, r125, r126, r127, r128, r129, r130, r131, r132, r133, r134, r135, r136, r137, r138, r139, r140, r141, r142, r143, r144, r145, r146, r147, r148, r149, r150, r151, r152, r153, r154, r155, r156, r157, r158, r159, r160, r161, r162, r163, r164, r165, r166, r167, r168, r169, r170, r171, r172, r173, r174, r175, r176, r177, r178, r179, r180, r181, r182, r183, r184, r185, r186, r187, r188, r189, r190, r191, r192, r193, r194, r195, r196, r197, r198, r199, r200, r201, r202, r203, r204, r205, r206, r207, r208, r209, r210, r211, r212, r213, r214, r215, r216, r217, r218, r219, r220, r221, r222, r223, r224, r225, r226, r227, r228, r229, r230, r231, r232, r233, r234, r235, r236, r237, r238, r239, r240, r241, r242, r243, r244, r245, r246, r247, r248, r249, r250, r251, r252, r253, r254, r255, r256, r257, r258, r259, r260, r261, r262, r263, r264, r265, r266, r267, r268, r269, r270, r271, r272, r273, r274, r275, r276, r277, r278, r279, r280, r281, r282, r283, r284, r285, r286, r287, r288, r289, r290, r291, r292, r293, r294, r295, r296, r297, r298, r299, r300, r301, r302, r303, r304, r305, r306, r307, r308, r309, r310, r311, r312, r313, r314, r315, r316, r317, r318, r319, r320, r321, r322, r323, r324, r325, r326, r327, r328, r329, r330, r331, r332, r333, r334, r335, r336, r337, r338, r339, r340, r341, r342, r343, r344, r345, r346, r347, r348, r349, r350, r351, r352, r353, r354, r355, r356, r357, r358, r359, r360, r361, r362, r363, r364, r365, r366, r367, r368, r369, r370, r371, r372, r373, r374, r375, r376, r377, r378, r379, r380, r381, r382, r383, r384, r385, r386, r387, r388, r389, r390, r391, r392, r393, r394, r395, r396, r397, r398, r399, r400, r401, r402, r403, r404, r405, r406, r407, r408, r409, r410, r411, r412, r413, r414, r415, r416, r417, r418, r419, r420, r421, r422, r423, r424, r425, r426, r427, r428, r429, r430, r431, r432, r433, r434, r435, r436, r437, r438, r439, r440, r441, r442, r443, r444, r445, r446, r447, r448, r449, r450, r451, r452, r453, r454, r455, r456, r457, r458, r459, r460, r461, r462, r463, r464, r465, r466, r467, r468, r469, r470, r471, r472, r473, r474, r475, r476, r477, r478, r479, r480, r481, r482, r483, r484, r485, r486, r487, r488, r489, r490, r491, r492, r493, r494, r495, r496, r497, r498, r499, r500, r501, r502, r503, r504, r505, r506, r507, r508, r509, r510, r511, r512, r513, r514, r515, r516, r517, r518, r519, r520, r521, r522, r523, r524, r525, r526, r527, r528, r529, r530, r531, r532, r533, r534, r535, r536, r537, r538, r539, r540, r541, r542, r543, r544, r545, r546, r547, r548, r549, r550, r551, r552, r553, r554, r555, r556, r557, r558, r559, r560, r561, r562, r563, r564, r565, r566, r567, r568, r569, r570, r571, r572, r573, r574, r575, r576, r577, r578, r579, r580, r581, r582, r583, r584, r585, r586, r587, r588, r589, r590, r591, r592, r593, r594, r595, r596, r597, r598, r599, r600, r601, r602, r603, r604, r605, r606, r607, r608, r609, r610, r611, r612, r613, r614, r615, r616, r617, r618, r619, r620, r621, r622, r623, r624, r625, r626, r627, r628, r629, r630, r631, r632, r633, r634, r635, r636, r637, r638, r639, r640, r641, r642, r643, r644, r645, r646, r647, r648, r649, r650, r651, r652, r653, r654, r655, r656, r657, r658, r659, r660, r661, r662, r663, r664, r665, r666, r667, r668, r669, r670, r671, r672, r673, r674, r675, r676, r677, r678, r679, r680, r681, r682, r683, r684, r685, r686, r687, r688, r689, r690, r691, r692, r693, r694, r695, r696, r697, r698, r699, r700, r701, r702, r703, r704, r705, r706, r707, r708, r709, r710, r711, r712, r713, r714, r715, r716, r717, r718, r719, r720, r721, r722, r723, r724, r725, r726, r727, r728, r729, r730, r731, r732, r733, r734, r735, r736, r737, r738, r739, r740, r741, r742, r743, r744, r745, r746, r747, r748, r749, r750, r751, r752, r753, r754, r755, r756, r757, r758, r759, r760, r761, r762, r763, r764, r765, r766, r767, r768, r769, r770, r771, r772, r773, r774, r775, r776, r777, r778, r779, r780, r781, r782, r783, r784, r785, r786, r787, r788, r789, r790, r791, r792, r793, r794, r795, r796, r797, r798, r799, r800, r801, r802, r803, r804, r805, r806, r807, r808, r809, r810, r811, r812, r813, r814, r815, r816, r817, r818, r819, r820, r821, r822, r823, r824, r825, r826, r827, r828, r829, r830, r831, r832, r833, r834, r835, r836, r837, r838, r839, r840, r841, r842, r843, r844, r845, r846, r847, r848, r849, r850, r851, r852, r853, r854, r855, r856, r857, r858, r859, r860, r861, r862, r863, r864, r865, r866, r867, r868, r869, r870, r871, r872, r873, r874, r875, r876, r877, r878, r879, r880, r881, r882, r883, r884, r885, r886, r887, r888, r889, r890, r891, r892, r893, r894, r895, r896, r897, r898, r899, r900, r901, r902, r903, r904, r905, r906, r907, r908, r909, r910, r911, r912, r913, r914, r915, r916, r917, r918, r919, r920, r921, r922, r923, r924, r925, r926, r927, r928, r929, r930, r931, r932, r933, r934, r935, r936, r937, r938, r939, r940, r941, r942, r943, r944, r945, r946, r947, r948, r949, r950, r951, r952, r953, r954, r955, r956, r957, r958, r959, r960, r961, r962, r963, r964, r965, r966, r967, r968, r969, r970, r971, r972, r973, r974, r975, r976, r977, r978, r979, r980, r981, r982, r983, r984, r985, r986, r987, r988, r989, r990, r991, r992, r993, r994, r995, r996, r997, r998, r999, r1000 ;
@End

@PartitionB
h33 (6, 10), h37 (7, 10), h36 (0, 10), h62 (2, 10), h59 (6, 10), h82 (10, 10), h61 (5, 10), h66 (6, 10), h74 (7, 10), h6 (8, 10), h17 (3, 10), h21 (8, 10), h96 (8, 10), h97 (6, 10), h98 (4, 10), h88 (5, 10), h34 (1, 10), h19 (6, 10), h99 (6, 10), h50 (3, 10), h4 (5, 10), h29 (8, 10), h32 (7, 10), h51 (9, 10), h13 (6, 10), h47 (9, 10), h45 (6, 10), h8 (0, 10), h28 (3, 10), h10 (3, 10), h86 (4, 10), h31 (10, 10), h100 (2, 10), h68 (9, 10), h57 (0, 10), h41 (1, 10), h58 (9, 10), h39 (10, 10), h26 (3, 10), h87 (6, 10), h46 (0, 10), h69 (7, 10), h56 (10, 10), h76 (9, 10), h35 (8, 10), h70 (1, 10), h16 (10, 10), h30 (7, 10), h44 (0, 10), h71 (0, 10), h23 (9, 10), h18 (0, 10), h49 (10, 10), h60 (9, 10), h83 (1, 10), h85 (5, 10), h89 (8, 10), h2 (5, 10), h15 (8, 10), h75 (2, 10), h40 (3, 10), h48 (1, 10), h72 (4, 10), h63 (8, 10), h91 (2, 10), h53 (4, 10), h43 (5, 10), h92 (3, 10), h38 (8, 10), h55 (4, 10), h77 (9, 10), h64 (9, 10), h81 (8, 10), h42 (2, 10), h73 (7, 10), h79 (6, 10), h93 (3, 10), h95 (7, 10), h27 (5, 10), h11 (3, 10), h90 (1, 10), h3 (3, 10), h20 (1, 10), h22 (6, 10), h24 (3, 10), h1 (7, 10), h5 (2, 10), h52 (7, 10), h80 (10, 10), h7 (3, 10), h94 (5, 10), h65 (10, 10), h78 (0, 10), h14 (5, 10), h25 (7, 10), h67 (4, 10), h54 (7, 10), h12 (1, 10), h9 (5, 10), h84 (7, 10) ;
@End

@PreferenceListsA
r1 : h51, h13, h97, h78, h38, h10, h26, h15, h72, h57, h100, h62, h68, h21, h17, h48, h43, h52, h14, h86, h12, h64, h88, h80, h31 ;
r2 : h52, h40, h38, h26, h7, h32, h1, h97, h29, h76, h8, h99, h82, h61, h49, h20, h54, h4, h47, h36, h64, h86, h21, h46, h18 ;
r3 : h38, h8, h21, h29, h62, h100, h76, h26, h42, h99, h41, h64, h23, h98, h10, h52, h51, h49, h70, h22, h34, h19, h68, h48, h12 ;
r4 : h63, h67, h34, h29, h5, h64, h18, h52, h54, h17, h78, h2, h76, h21, h81, h43, h89, h68, h36, h7, h84, h69, h80, h75, h28 ;
r5 : h100, h13, h64, h68, h30, h37, h41, h63, h46, h49, h99, h54, h21, h8, h61, h60, h97, h10, h77, h36, h51, h15, h38, h96, h12 ;
r6 : h7, h93, h99, h61, h48, h14, h37, h16, h26, h74, h97, h5, h12, h64, h76, h88, h81, h100, h95, h91, h10, h27, h21, h49, h13 ;
r7 : h95, h80, h38, h13, h74, h62, h34, h21, h30, h64, h97, h8, h29, h14, h55, h99, h61, h12, h26, h40, h70, h18, h31, h67, h24 ;
r8 : h10, h62, h57, h38, h67, h93, h99, h9, h94, h2, h49, h21, h36, h48, h95, h4, h27, h63, h5, h29, h70, h97, h18, h80, h64 ;
r9 : h10, h13, h34, h37, h36, h80, h29, h55, h31, h33, h12, h14, h94, h18, h68, h30, h67, h26, h88, h40, h100, h97, h74, h99, h21 ;
r10 : h61, h14, h10, h75, h49, h6, h38, h97, h5, h12, h2, h8, h46, h84, h19, h64, h70, h88, h3, h78, h100, h71, h48, h30, h31 ;
r11 : h21, h62, h12, h70, h10, h38, h97, h80, h54, h48, h88, h37, h30, h18, h100, h94, h76, h91, h13, h22, h51, h34, h60, h47, h36 ;
r12 : h46, h99, h60, h51, h29, h18, h68, h93, h54, h19, h36, h48, h76, h23, h41, h38, h49, h7, h94, h52, h27, h64, h82, h100, h25 ;
r13 : h67, h81, h13, h97, h46, h96, h86, h70, h51, h50, h73, h64, h41, h30, h37, h63, h26, h23, h18, h49, h9, h31, h10, h100, h8 ;
r14 : h60, h80, h71, h49, h54, h23, h38, h97, h48, h7, h43, h2, h40, h72, h18, h69, h13, h56, h100, h62, h68, h12, h3, h20, h30 ;
r15 : h25, h38, h95, h66, h61, h97, h41, h10, h52, h12, h27, h62, h96, h93, h2, h47, h29, h69, h100, h54, h49, h63, h84, h58, h64 ;
r16 : h51, h6, h68, h10, h8, h48, h58, h20, h30, h62, h75, h12, h42, h19, h90, h54, h13, h29, h31, h96, h34, h97, h91, h64, h27 ;
r17 : h65, h18, h21, h99, h10, h30, h80, h95, h5, h81, h37, h26, h86, h3, h43, h12, h72, h2, h20, h48, h67, h36, h68, h97, h4 ;
r18 : h26, h86, h43, h97, h8, h49, h4, h38, h73, h51, h30, h64, h62, h21, h70, h60, h94, h71, h63, h67, h6, h7, h39, h20, h78 ;
r19 : h19, h27, h94, h47, h58, h69, h63, h9, h38, h12, h15, h64, h10, h30, h78, h5, h68, h51, h31, h8, h97, h36, h34, h44, h18 ;
r20 : h100, h90, h62, h14, h32, h47, h70, h58, h75, h35, h29, h81, h97, h9, h38, h54, h8, h46, h68, h80, h94, h64, h84, h17, h82 ;
r21 : h84, h96, h48, h58, h2, h31, h97, h20, h38, h43, h51, h80, h29, h99, h49, h94, h86, h8, h4, h27, h64, h72, h88, h62, h5 ;
r22 : h93, h32, h48, h41, h97, h10, h94, h38, h64, h8, h91, h22, h60, h31, h75, h21, h86, h26, h12, h14, h49, h100, h58, h80, h87 ;
r23 : h97, h52, h19, h93, h8, h25, h49, h76, h10, h29, h38, h35, h36, h21, h96, h91, h84, h55, h48, h26, h23, h46, h64, h66, h30 ;
r24 : h12, h10, h65, h30, h49, h72, h3, h48, h21, h97, h60, h2, h38, h99, h46, h8, h29, h70, h73, h61, h88, h17, h100, h36, h22 ;
r25 : h97, h38, h29, h19, h99, h14, h88, h100, h36, h44, h68, h10, h13, h75, h49, h60, h34, h58, h46, h84, h47, h30, h41, h54, h20 ;
r26 : h12, h60, h21, h49, h97, h22, h48, h38, h36, h64, h52, h42, h25, h32, h29, h8, h2, h13, h5, h100, h66, h41, h96, h55, h9 ;
r27 : h62, h85, h30, h26, h64, h86, h41, h8, h5, h59, h90, h44, h11, h6, h31, h21, h49, h46, h2, h99, h97, h10, h48, h54, h58 ;
r28 : h66, h88, h10, h93, h40, h80, h38, h95, h27, h28, h13, h63, h18, h91, h49, h85, h29, h36, h64, h84, h51, h99, h1, h34, h100 ;
r29 : h80, h97, h69, h63, h5, h21, h18, h29, h14, h78, h33, h70, h12, h67, h40, h98, h10, h64, h52, h83, h100, h42, h55, h13, h2 ;
r30 : h48, h64, h38, h99, h36, h17, h100, h20, h32, h12, h68, h86, h2, h41, h47, h80, h84, h66, h58, h74, h42, h76, h46, h94, h10 ;
r31 : h21, h46, h69, h78, h89, h51, h34, h36, h80, h26, h14, h73, h33, h76, h19, h12, h86, h20, h9, h88, h2, h68, h60, h48, h43 ;
r32 : h41, h87, h12, h55, h93, h36, h13, h49, h28, h52, h22, h18, h94, h48, h82, h67, h74, h24, h100, h7, h99, h84, h23, h58, h46 ;
r33 : h31, h40, h46, h14, h18, h21, h52, h9, h30, h39, h100, h86, h35, h38, h63, h5, h49, h48, h51, h12, h34, h92, h45, h24, h94 ;
r34 : h40, h29, h12, h100, h51, h46, h52, h26, h10, h38, h34, h21, h97, h41, h49, h80, h96, h14, h94, h27, h99, h63, h4, h37, h13 ;
r35 : h38, h9, h12, h43, h30, h49, h29, h70, h26, h7, h93, h55, h99, h15, h74, h69, h46, h62, h8, h100, h52, h4, h21, h73, h40 ;
r36 : h65, h36, h81, h52, h9, h29, h27, h31, h96, h12, h51, h41, h13, h64, h38, h18, h78, h62, h66, h7, h49, h86, h88, h92, h63 ;
r37 : h60, h54, h100, h91, h27, h31, h29, h6, h64, h33, h23, h52, h8, h13, h34, h10, h21, h62, h61, h80, h97, h41, h36, h51, h67 ;
r38 : h100, h32, h10, h97, h29, h5, h44, h14, h48, h62, h64, h35, h96, h38, h99, h94, h88, h20, h75, h72, h84, h26, h51, h61, h60 ;
r39 : h4, h100, h68, h17, h31, h97, h90, h69, h93, h36, h30, h49, h26, h12, h89, h52, h34, h94, h41, h25, h32, h29, h19, h42, h57 ;
r40 : h36, h5, h54, h26, h87, h18, h43, h34, h48, h38, h8, h12, h68, h84, h49, h94, h52, h86, h58, h42, h32, h30, h62, h97, h65 ;
r41 : h42, h51, h40, h18, h88, h2, h49, h64, h45, h97, h41, h13, h52, h14, h63, h19, h67, h12, h30, h65, h81, h93, h8, h15, h5 ;
r42 : h58, h21, h62, h35, h97, h23, h8, h81, h41, h10, h71, h95, h2, h13, h55, h40, h38, h27, h94, h49, h36, h54, h73, h30, h48 ;
r43 : h97, h12, h48, h100, h88, h96, h74, h87, h93, h68, h94, h20, h24, h29, h99, h80, h89, h10, h47, h81, h21, h43, h26, h42, h58 ;
r44 : h42, h37, h95, h74, h97, h100, h10, h41, h5, h52, h54, h67, h99, h30, h49, h40, h71, h12, h75, h92, h21, h70, h4, h44, h64 ;
r45 : h80, h99, h49, h74, h100, h63, h5, h29, h18, h65, h86, h68, h19, h9, h10, h25, h55, h31, h57, h21, h20, h71, h89, h72, h96 ;
r46 : h96, h55, h84, h30, h47, h97, h27, h4, h86, h40, h32, h64, h42, h88, h41, h10, h94, h12, h19, h48, h91, h99, h93, h69, h38 ;
r47 : h38, h62, h100, h64, h12, h54, h36, h59, h84, h90, h46, h97, h55, h13, h65, h32, h48, h85, h99, h29, h21, h31, h30, h10, h5 ;
r48 : h30, h100, h4, h54, h93, h77, h97, h2, h80, h85, h63, h19, h55, h29, h84, h64, h99, h66, h46, h42, h9, h53, h49, h51, h60 ;
r49 : h13, h30, h48, h12, h38, h78, h75, h18, h29, h44, h21, h63, h86, h100, h80, h96, h72, h68, h49, h64, h99, h36, h91, h90, h26 ;
r50 : h90, h23, h81, h8, h14, h29, h100, h47, h80, h30, h26, h88, h13, h48, h89, h2, h32, h19, h18, h64, h79, h36, h43, h49, h99 ;
