@PartitionA
r1, r2, r3, r4, r5, r6, r7, r8, r9, r10, r11, r12, r13, r14, r15, r16, r17, r18, r19, r20, r21, r22, r23, r24, r25, r26, r27, r28, r29, r30, r31, r32, r33, r34, r35, r36, r37, r38, r39, r40, r41, r42, r43, r44, r45, r46, r47, r48, r49, r50, r51, r52, r53, r54, r55, r56, r57, r58, r59, r60, r61, r62, r63, r64, r65, r66, r67, r68, r69, r70, r71, r72, r73, r74, r75, r76, r77, r78, r79, r80, r81, r82, r83, r84, r85, r86, r87, r88, r89, r90, r91, r92, r93, r94, r95, r96, r97, r98, r99, r100, r101, r102, r103, r104, r105, r106, r107, r108, r109, r110, r111, r112, r113, r114, r115, r116, r117, r118, r119, r120, r121, r122, r123, r124, r125, r126, r127, r128, r129, r130, r131, r132, r133, r134, r135, r136, r137, r138, r139, r140, r141, r142, r143, r144, r145, r146, r147, r148, r149, r150, r151, r152, r153, r154, r155, r156, r157, r158, r159, r160, r161, r162, r163, r164, r165, r166, r167, r168, r169, r170, r171, r172, r173, r174, r175, r176, r177, r178, r179, r180, r181, r182, r183, r184, r185, r186, r187, r188, r189, r190, r191, r192, r193, r194, r195, r196, r197, r198, r199, r200, r201, r202, r203, r204, r205, r206, r207, r208, r209, r210, r211, r212, r213, r214, r215, r216, r217, r218, r219, r220, r221, r222, r223, r224, r225, r226, r227, r228, r229, r230, r231, r232, r233, r234, r235, r236, r237, r238, r239, r240, r241, r242, r243, r244, r245, r246, r247, r248, r249, r250, r251, r252, r253, r254, r255, r256, r257, r258, r259, r260, r261, r262, r263, r264, r265, r266, r267, r268, r269, r270, r271, r272, r273, r274, r275, r276, r277, r278, r279, r280, r281, r282, r283, r284, r285, r286, r287, r288, r289, r290, r291, r292, r293, r294, r295, r296, r297, r298, r299, r300, r301, r302, r303, r304, r305, r306, r307, r308, r309, r310, r311, r312, r313, r314, r315, r316, r317, r318, r319, r320, r321, r322, r323, r324, r325, r326, r327, r328, r329, r330, r331, r332, r333, r334, r335, r336, r337, r338, r339, r340, r341, r342, r343, r344, r345, r346, r347, r348, r349, r350, r351, r352, r353, r354, r355, r356, r357, r358, r359, r360, r361, r362, r363, r364, r365, r366, r367, r368, r369, r370, r371, r372, r373, r374, r375, r376, r377, r378, r379, r380, r381, r382, r383, r384, r385, r386, r387, r388, r389, r390, r391, r392, r393, r394, r395, r396, r397, r398, r399, r400, r401, r402, r403, r404, r405, r406, r407, r408, r409, r410, r411, r412, r413, r414, r415, r416, r417, r418, r419, r420, r421, r422, r423, r424, r425, r426, r427, r428, r429, r430, r431, r432, r433, r434, r435, r436, r437, r438, r439, r440, r441, r442, r443, r444, r445, r446, r447, r448, r449, r450, r451, r452, r453, r454, r455, r456, r457, r458, r459, r460, r461, r462, r463, r464, r465, r466, r467, r468, r469, r470, r471, r472, r473, r474, r475, r476, r477, r478, r479, r480, r481, r482, r483, r484, r485, r486, r487, r488, r489, r490, r491, r492, r493, r494, r495, r496, r497, r498, r499, r500, r501, r502, r503, r504, r505, r506, r507, r508, r509, r510, r511, r512, r513, r514, r515, r516, r517, r518, r519, r520, r521, r522, r523, r524, r525, r526, r527, r528, r529, r530, r531, r532, r533, r534, r535, r536, r537, r538, r539, r540, r541, r542, r543, r544, r545, r546, r547, r548, r549, r550, r551, r552, r553, r554, r555, r556, r557, r558, r559, r560, r561, r562, r563, r564, r565, r566, r567, r568, r569, r570, r571, r572, r573, r574, r575, r576, r577, r578, r579, r580, r581, r582, r583, r584, r585, r586, r587, r588, r589, r590, r591, r592, r593, r594, r595, r596, r597, r598, r599, r600, r601, r602, r603, r604, r605, r606, r607, r608, r609, r610, r611, r612, r613, r614, r615, r616, r617, r618, r619, r620, r621, r622, r623, r624, r625, r626, r627, r628, r629, r630, r631, r632, r633, r634, r635, r636, r637, r638, r639, r640, r641, r642, r643, r644, r645, r646, r647, r648, r649, r650, r651, r652, r653, r654, r655, r656, r657, r658, r659, r660, r661, r662, r663, r664, r665, r666, r667, r668, r669, r670, r671, r672, r673, r674, r675, r676, r677, r678, r679, r680, r681, r682, r683, r684, r685, r686, r687, r688, r689, r690, r691, r692, r693, r694, r695, r696, r697, r698, r699, r700, r701, r702, r703, r704, r705, r706, r707, r708, r709, r710, r711, r712, r713, r714, r715, r716, r717, r718, r719, r720, r721, r722, r723, r724, r725, r726, r727, r728, r729, r730, r731, r732, r733, r734, r735, r736, r737, r738, r739, r740, r741, r742, r743, r744, r745, r746, r747, r748, r749, r750, r751, r752, r753, r754, r755, r756, r757, r758, r759, r760, r761, r762, r763, r764, r765, r766, r767, r768, r769, r770, r771, r772, r773, r774, r775, r776, r777, r778, r779, r780, r781, r782, r783, r784, r785, r786, r787, r788, r789, r790, r791, r792, r793, r794, r795, r796, r797, r798, r799, r800, r801, r802, r803, r804, r805, r806, r807, r808, r809, r810, r811, r812, r813, r814, r815, r816, r817, r818, r819, r820, r821, r822, r823, r824, r825, r826, r827, r828, r829, r830, r831, r832, r833, r834, r835, r836, r837, r838, r839, r840, r841, r842, r843, r844, r845, r846, r847, r848, r849, r850, r851, r852, r853, r854, r855, r856, r857, r858, r859, r860, r861, r862, r863, r864, r865, r866, r867, r868, r869, r870, r871, r872, r873, r874, r875, r876, r877, r878, r879, r880, r881, r882, r883, r884, r885, r886, r887, r888, r889, r890, r891, r892, r893, r894, r895, r896, r897, r898, r899, r900, r901, r902, r903, r904, r905, r906, r907, r908, r909, r910, r911, r912, r913, r914, r915, r916, r917, r918, r919, r920, r921, r922, r923, r924, r925, r926, r927, r928, r929, r930, r931, r932, r933, r934, r935, r936, r937, r938, r939, r940, r941, r942, r943, r944, r945, r946, r947, r948, r949, r950, r951, r952, r953, r954, r955, r956, r957, r958, r959, r960, r961, r962, r963, r964, r965, r966, r967, r968, r969, r970, r971, r972, r973, r974, r975, r976, r977, r978, r979, r980, r981, r982, r983, r984, r985, r986, r987, r988, r989, r990, r991, r992, r993, r994, r995, r996, r997, r998, r999, r1000 ;
@End

@PartitionB
h58 (1, 10), h26 (9, 10), h91 (8, 10), h74 (5, 10), h35 (0, 10), h55 (6, 10), h40 (2, 10), h69 (3, 10), h72 (6, 10), h22 (3, 10), h70 (4, 10), h79 (2, 10), h15 (9, 10), h65 (10, 10), h97 (3, 10), h88 (7, 10), h100 (3, 10), h76 (1, 10), h3 (1, 10), h64 (9, 10), h73 (1, 10), h68 (7, 10), h66 (9, 10), h39 (3, 10), h49 (7, 10), h20 (0, 10), h16 (7, 10), h94 (1, 10), h52 (3, 10), h95 (2, 10), h4 (8, 10), h85 (4, 10), h96 (2, 10), h28 (10, 10), h6 (8, 10), h38 (2, 10), h82 (9, 10), h63 (8, 10), h89 (8, 10), h42 (9, 10), h46 (9, 10), h81 (1, 10), h61 (9, 10), h67 (9, 10), h83 (9, 10), h33 (3, 10), h36 (6, 10), h45 (10, 10), h44 (8, 10), h34 (1, 10), h17 (2, 10), h11 (4, 10), h47 (10, 10), h24 (10, 10), h9 (7, 10), h12 (0, 10), h29 (3, 10), h59 (5, 10), h86 (7, 10), h21 (3, 10), h92 (9, 10), h41 (1, 10), h54 (8, 10), h84 (7, 10), h5 (2, 10), h19 (6, 10), h2 (5, 10), h50 (2, 10), h98 (8, 10), h23 (4, 10), h37 (1, 10), h1 (4, 10), h10 (10, 10), h25 (3, 10), h32 (2, 10), h99 (8, 10), h30 (6, 10), h48 (6, 10), h27 (2, 10), h14 (3, 10), h31 (4, 10), h13 (10, 10), h75 (2, 10), h78 (9, 10), h77 (10, 10), h57 (1, 10), h93 (0, 10), h51 (2, 10), h56 (2, 10), h53 (8, 10), h90 (1, 10), h60 (7, 10), h18 (3, 10), h43 (2, 10), h8 (7, 10), h71 (6, 10), h62 (2, 10), h80 (1, 10), h7 (2, 10), h87 (6, 10) ;
@End

@PreferenceListsA
r1 : h41, h7, h60, h10, h92, h16, h18, h86, h72, h2, h75, h68, h58, h53, h47, h73, h69, h61, h81, h26, h85, h71, h67, h91, h24, h13, h97, h9, h11, h56, h28, h29, h21, h80, h79, h83, h19, h8, h4, h25, h54, h63, h70, h96, h89, h55, h45, h14, h15, h74 ;
r2 : h72, h19, h5, h79, h46, h15, h94, h40, h66, h53, h9, h82, h55, h80, h89, h73, h92, h60, h64, h81, h42, h1, h29, h39, h21, h16, h8, h90, h3, h85, h58, h47, h23, h14, h96, h83, h61, h78, h18, h69, h97, h36, h67, h11, h71, h74, h12, h91, h26, h70 ;
r3 : h21, h23, h10, h79, h97, h19, h88, h7, h73, h15, h55, h29, h82, h83, h16, h58, h3, h92, h35, h77, h8, h61, h63, h28, h47, h42, h69, h96, h31, h9, h76, h24, h34, h62, h72, h20, h67, h12, h5, h80, h100, h99, h70, h75, h14, h52, h54, h93, h50, h81 ;
r4 : h72, h71, h56, h96, h42, h5, h73, h47, h35, h21, h8, h97, h63, h88, h9, h20, h39, h3, h81, h75, h58, h15, h27, h12, h28, h41, h100, h74, h79, h66, h98, h76, h55, h89, h1, h13, h23, h53, h16, h99, h2, h69, h61, h92, h77, h25, h93, h59, h24, h11 ;
r5 : h84, h81, h58, h12, h15, h8, h1, h92, h11, h27, h73, h29, h96, h56, h79, h5, h97, h46, h40, h100, h61, h38, h47, h42, h71, h64, h69, h53, h66, h80, h83, h43, h19, h4, h48, h49, h35, h16, h89, h28, h94, h78, h68, h70, h3, h57, h55, h51, h2, h39 ;
r6 : h2, h27, h4, h23, h66, h56, h22, h44, h81, h35, h29, h93, h58, h99, h3, h61, h28, h97, h85, h57, h71, h89, h12, h76, h19, h83, h16, h39, h25, h9, h53, h91, h67, h47, h8, h37, h24, h79, h80, h72, h73, h63, h45, h7, h18, h42, h78, h55, h68, h82 ;
r7 : h50, h5, h81, h79, h29, h24, h66, h3, h80, h7, h91, h42, h47, h58, h55, h28, h13, h89, h8, h40, h62, h59, h12, h9, h53, h67, h19, h83, h56, h73, h100, h75, h37, h10, h64, h27, h23, h52, h57, h26, h2, h36, h11, h20, h76, h98, h71, h18, h97, h74 ;
r8 : h61, h63, h79, h34, h9, h53, h83, h54, h42, h73, h41, h29, h71, h91, h25, h90, h80, h75, h26, h62, h58, h27, h93, h97, h68, h56, h28, h52, h37, h81, h15, h7, h12, h70, h47, h99, h76, h89, h64, h85, h8, h5, h3, h23, h48, h20, h21, h19, h4, h67 ;
r9 : h58, h4, h5, h99, h56, h16, h20, h97, h79, h13, h53, h69, h72, h73, h6, h61, h100, h66, h67, h2, h55, h47, h46, h89, h45, h63, h11, h27, h81, h91, h42, h29, h8, h93, h71, h28, h51, h74, h1, h87, h26, h90, h60, h3, h12, h82, h21, h70, h77, h96 ;
r10 : h40, h29, h53, h81, h79, h93, h3, h12, h75, h46, h63, h8, h15, h47, h97, h42, h72, h71, h58, h7, h45, h1, h96, h31, h76, h19, h73, h69, h13, h2, h18, h9, h66, h70, h91, h34, h26, h27, h4, h39, h21, h5, h62, h64, h20, h100, h24, h74, h16, h37 ;
r11 : h78, h29, h43, h80, h92, h11, h27, h47, h100, h53, h63, h57, h28, h69, h7, h3, h79, h71, h90, h16, h73, h61, h58, h97, h83, h74, h8, h5, h13, h55, h42, h56, h60, h66, h1, h18, h91, h89, h52, h51, h72, h15, h87, h46, h76, h20, h2, h85, h40, h70 ;
r12 : h70, h27, h23, h73, h45, h97, h96, h72, h8, h89, h66, h53, h7, h47, h3, h67, h79, h41, h88, h4, h55, h14, h75, h56, h31, h38, h24, h15, h74, h81, h42, h58, h26, h20, h35, h92, h43, h29, h83, h60, h9, h69, h95, h80, h76, h16, h100, h99, h93, h91 ;
r13 : h79, h46, h99, h76, h11, h82, h89, h70, h96, h63, h40, h80, h73, h83, h75, h9, h26, h13, h55, h53, h54, h19, h64, h61, h47, h29, h35, h74, h58, h100, h88, h16, h56, h42, h18, h67, h27, h22, h68, h7, h28, h3, h14, h8, h10, h84, h69, h37, h60, h72 ;
r14 : h56, h79, h47, h42, h18, h61, h72, h58, h97, h26, h35, h37, h29, h66, h50, h84, h80, h12, h71, h70, h22, h5, h9, h41, h100, h39, h45, h73, h76, h13, h62, h68, h4, h69, h27, h82, h53, h8, h75, h43, h99, h24, h52, h92, h19, h89, h67, h51, h46, h83 ;
r15 : h10, h35, h29, h3, h40, h58, h5, h66, h94, h73, h42, h79, h63, h89, h81, h6, h75, h4, h11, h69, h56, h71, h67, h62, h76, h55, h53, h45, h27, h90, h13, h97, h80, h91, h16, h78, h68, h19, h18, h46, h44, h92, h2, h47, h38, h1, h54, h22, h12, h25 ;
r16 : h81, h29, h83, h18, h40, h23, h80, h63, h47, h8, h92, h73, h97, h55, h10, h66, h13, h35, h53, h16, h93, h36, h17, h71, h43, h61, h4, h56, h11, h75, h96, h91, h58, h3, h62, h38, h7, h9, h6, h89, h52, h42, h39, h88, h20, h34, h79, h24, h78, h51 ;
r17 : h62, h40, h100, h13, h12, h85, h42, h19, h79, h61, h80, h91, h7, h81, h82, h53, h70, h46, h58, h2, h55, h86, h84, h67, h16, h9, h57, h15, h8, h3, h39, h73, h74, h93, h52, h18, h89, h96, h56, h34, h66, h45, h29, h72, h20, h78, h41, h4, h43, h94 ;
r18 : h86, h55, h50, h45, h75, h58, h56, h40, h23, h81, h13, h1, h47, h29, h39, h52, h15, h84, h9, h18, h97, h73, h76, h8, h34, h67, h69, h79, h26, h100, h61, h16, h66, h41, h12, h27, h64, h72, h99, h35, h62, h71, h4, h90, h91, h44, h38, h10, h46, h3 ;
r19 : h97, h23, h71, h58, h3, h35, h12, h42, h29, h60, h100, h89, h1, h2, h81, h47, h75, h82, h36, h14, h56, h15, h79, h21, h96, h11, h78, h27, h4, h66, h73, h9, h91, h24, h74, h51, h65, h41, h19, h33, h8, h16, h28, h37, h46, h52, h99, h72, h7, h67 ;
r20 : h45, h11, h8, h28, h19, h58, h56, h29, h32, h71, h12, h68, h73, h82, h41, h21, h80, h47, h66, h53, h99, h33, h16, h42, h39, h1, h3, h69, h81, h83, h55, h2, h18, h46, h70, h63, h89, h7, h26, h92, h36, h79, h5, h97, h6, h38, h40, h61, h85, h100 ;
r21 : h70, h26, h16, h76, h7, h15, h73, h18, h83, h100, h71, h96, h89, h12, h39, h13, h5, h20, h67, h27, h29, h58, h21, h91, h65, h52, h56, h46, h54, h35, h75, h40, h47, h4, h48, h38, h41, h55, h62, h69, h81, h8, h78, h79, h80, h53, h28, h9, h42, h63 ;
r22 : h97, h35, h45, h36, h81, h71, h18, h84, h79, h33, h58, h8, h63, h43, h40, h20, h73, h80, h61, h9, h11, h46, h66, h12, h5, h82, h91, h25, h10, h100, h52, h27, h51, h26, h83, h70, h67, h29, h47, h28, h96, h23, h55, h13, h1, h74, h14, h19, h42, h85 ;
r23 : h7, h58, h73, h46, h53, h10, h41, h97, h81, h70, h18, h12, h89, h61, h68, h64, h29, h14, h13, h80, h2, h3, h55, h59, h100, h78, h28, h5, h27, h9, h66, h47, h42, h56, h92, h19, h79, h65, h38, h36, h84, h11, h40, h16, h83, h75, h8, h82, h31, h15 ;
r24 : h29, h42, h9, h91, h46, h47, h75, h100, h35, h7, h83, h41, h11, h13, h73, h20, h84, h5, h2, h89, h71, h70, h21, h56, h53, h79, h78, h88, h58, h28, h18, h40, h81, h51, h31, h38, h97, h36, h4, h93, h64, h10, h39, h82, h76, h62, h6, h8, h24, h55 ;
r25 : h73, h83, h42, h79, h81, h12, h53, h8, h15, h70, h1, h58, h86, h2, h16, h66, h80, h71, h11, h62, h47, h67, h27, h97, h24, h36, h35, h75, h88, h46, h40, h3, h72, h23, h10, h92, h68, h18, h30, h29, h21, h63, h9, h37, h93, h28, h61, h45, h55, h13 ;
r26 : h73, h81, h15, h58, h42, h48, h24, h79, h3, h77, h71, h100, h8, h10, h52, h4, h66, h29, h89, h57, h17, h96, h5, h76, h18, h19, h75, h41, h7, h97, h21, h47, h22, h13, h53, h40, h27, h78, h38, h67, h26, h20, h62, h33, h80, h72, h12, h56, h55, h54 ;
r27 : h11, h9, h71, h96, h63, h2, h58, h15, h29, h45, h35, h38, h40, h18, h53, h67, h52, h27, h74, h54, h55, h61, h13, h93, h41, h99, h51, h6, h80, h20, h83, h81, h92, h75, h8, h73, h28, h5, h7, h47, h100, h78, h56, h24, h76, h4, h97, h12, h64, h79 ;
