@PartitionA
r1, r2, r3, r4, r5, r6, r7, r8, r9, r10, r11, r12, r13, r14, r15, r16, r17, r18, r19, r20, r21, r22, r23, r24, r25, r26, r27, r28, r29, r30, r31, r32, r33, r34, r35, r36, r37, r38, r39, r40, r41, r42, r43, r44, r45, r46, r47, r48, r49, r50, r51, r52, r53, r54, r55, r56, r57, r58, r59, r60, r61, r62, r63, r64, r65, r66, r67, r68, r69, r70, r71, r72, r73, r74, r75, r76, r77, r78, r79, r80, r81, r82, r83, r84, r85, r86, r87, r88, r89, r90, r91, r92, r93, r94, r95, r96, r97, r98, r99, r100, r101, r102, r103, r104, r105, r106, r107, r108, r109, r110, r111, r112, r113, r114, r115, r116, r117, r118, r119, r120, r121, r122, r123, r124, r125, r126, r127, r128, r129, r130, r131, r132, r133, r134, r135, r136, r137, r138, r139, r140, r141, r142, r143, r144, r145, r146, r147, r148, r149, r150, r151, r152, r153, r154, r155, r156, r157, r158, r159, r160, r161, r162, r163, r164, r165, r166, r167, r168, r169, r170, r171, r172, r173, r174, r175, r176, r177, r178, r179, r180, r181, r182, r183, r184, r185, r186, r187, r188, r189, r190, r191, r192, r193, r194, r195, r196, r197, r198, r199, r200, r201, r202, r203, r204, r205, r206, r207, r208, r209, r210, r211, r212, r213, r214, r215, r216, r217, r218, r219, r220, r221, r222, r223, r224, r225, r226, r227, r228, r229, r230, r231, r232, r233, r234, r235, r236, r237, r238, r239, r240, r241, r242, r243, r244, r245, r246, r247, r248, r249, r250, r251, r252, r253, r254, r255, r256, r257, r258, r259, r260, r261, r262, r263, r264, r265, r266, r267, r268, r269, r270, r271, r272, r273, r274, r275, r276, r277, r278, r279, r280, r281, r282, r283, r284, r285, r286, r287, r288, r289, r290, r291, r292, r293, r294, r295, r296, r297, r298, r299, r300, r301, r302, r303, r304, r305, r306, r307, r308, r309, r310, r311, r312, r313, r314, r315, r316, r317, r318, r319, r320, r321, r322, r323, r324, r325, r326, r327, r328, r329, r330, r331, r332, r333, r334, r335, r336, r337, r338, r339, r340, r341, r342, r343, r344, r345, r346, r347, r348, r349, r350, r351, r352, r353, r354, r355, r356, r357, r358, r359, r360, r361, r362, r363, r364, r365, r366, r367, r368, r369, r370, r371, r372, r373, r374, r375, r376, r377, r378, r379, r380, r381, r382, r383, r384, r385, r386, r387, r388, r389, r390, r391, r392, r393, r394, r395, r396, r397, r398, r399, r400, r401, r402, r403, r404, r405, r406, r407, r408, r409, r410, r411, r412, r413, r414, r415, r416, r417, r418, r419, r420, r421, r422, r423, r424, r425, r426, r427, r428, r429, r430, r431, r432, r433, r434, r435, r436, r437, r438, r439, r440, r441, r442, r443, r444, r445, r446, r447, r448, r449, r450, r451, r452, r453, r454, r455, r456, r457, r458, r459, r460, r461, r462, r463, r464, r465, r466, r467, r468, r469, r470, r471, r472, r473, r474, r475, r476, r477, r478, r479, r480, r481, r482, r483, r484, r485, r486, r487, r488, r489, r490, r491, r492, r493, r494, r495, r496, r497, r498, r499, r500, r501, r502, r503, r504, r505, r506, r507, r508, r509, r510, r511, r512, r513, r514, r515, r516, r517, r518, r519, r520, r521, r522, r523, r524, r525, r526, r527, r528, r529, r530, r531, r532, r533, r534, r535, r536, r537, r538, r539, r540, r541, r542, r543, r544, r545, r546, r547, r548, r549, r550, r551, r552, r553, r554, r555, r556, r557, r558, r559, r560, r561, r562, r563, r564, r565, r566, r567, r568, r569, r570, r571, r572, r573, r574, r575, r576, r577, r578, r579, r580, r581, r582, r583, r584, r585, r586, r587, r588, r589, r590, r591, r592, r593, r594, r595, r596, r597, r598, r599, r600, r601, r602, r603, r604, r605, r606, r607, r608, r609, r610, r611, r612, r613, r614, r615, r616, r617, r618, r619, r620, r621, r622, r623, r624, r625, r626, r627, r628, r629, r630, r631, r632, r633, r634, r635, r636, r637, r638, r639, r640, r641, r642, r643, r644, r645, r646, r647, r648, r649, r650, r651, r652, r653, r654, r655, r656, r657, r658, r659, r660, r661, r662, r663, r664, r665, r666, r667, r668, r669, r670, r671, r672, r673, r674, r675, r676, r677, r678, r679, r680, r681, r682, r683, r684, r685, r686, r687, r688, r689, r690, r691, r692, r693, r694, r695, r696, r697, r698, r699, r700, r701, r702, r703, r704, r705, r706, r707, r708, r709, r710, r711, r712, r713, r714, r715, r716, r717, r718, r719, r720, r721, r722, r723, r724, r725, r726, r727, r728, r729, r730, r731, r732, r733, r734, r735, r736, r737, r738, r739, r740, r741, r742, r743, r744, r745, r746, r747, r748, r749, r750, r751, r752, r753, r754, r755, r756, r757, r758, r759, r760, r761, r762, r763, r764, r765, r766, r767, r768, r769, r770, r771, r772, r773, r774, r775, r776, r777, r778, r779, r780, r781, r782, r783, r784, r785, r786, r787, r788, r789, r790, r791, r792, r793, r794, r795, r796, r797, r798, r799, r800, r801, r802, r803, r804, r805, r806, r807, r808, r809, r810, r811, r812, r813, r814, r815, r816, r817, r818, r819, r820, r821, r822, r823, r824, r825, r826, r827, r828, r829, r830, r831, r832, r833, r834, r835, r836, r837, r838, r839, r840, r841, r842, r843, r844, r845, r846, r847, r848, r849, r850, r851, r852, r853, r854, r855, r856, r857, r858, r859, r860, r861, r862, r863, r864, r865, r866, r867, r868, r869, r870, r871, r872, r873, r874, r875, r876, r877, r878, r879, r880, r881, r882, r883, r884, r885, r886, r887, r888, r889, r890, r891, r892, r893, r894, r895, r896, r897, r898, r899, r900, r901, r902, r903, r904, r905, r906, r907, r908, r909, r910, r911, r912, r913, r914, r915, r916, r917, r918, r919, r920, r921, r922, r923, r924, r925, r926, r927, r928, r929, r930, r931, r932, r933, r934, r935, r936, r937, r938, r939, r940, r941, r942, r943, r944, r945, r946, r947, r948, r949, r950, r951, r952, r953, r954, r955, r956, r957, r958, r959, r960, r961, r962, r963, r964, r965, r966, r967, r968, r969, r970, r971, r972, r973, r974, r975, r976, r977, r978, r979, r980, r981, r982, r983, r984, r985, r986, r987, r988, r989, r990, r991, r992, r993, r994, r995, r996, r997, r998, r999, r1000 ;
@End

@PartitionB
h59 (7, 10), h70 (9, 10), h46 (6, 10), h78 (0, 10), h12 (6, 10), h4 (3, 10), h84 (9, 10), h68 (6, 10), h64 (10, 10), h17 (0, 10), h30 (4, 10), h85 (0, 10), h52 (3, 10), h2 (0, 10), h80 (5, 10), h19 (8, 10), h27 (6, 10), h38 (1, 10), h91 (10, 10), h45 (9, 10), h10 (0, 10), h94 (1, 10), h58 (4, 10), h93 (0, 10), h13 (1, 10), h7 (4, 10), h72 (5, 10), h62 (3, 10), h48 (10, 10), h44 (10, 10), h86 (1, 10), h24 (7, 10), h47 (7, 10), h66 (3, 10), h37 (9, 10), h49 (6, 10), h43 (7, 10), h8 (8, 10), h55 (2, 10), h71 (7, 10), h6 (3, 10), h95 (7, 10), h63 (10, 10), h96 (0, 10), h31 (7, 10), h3 (4, 10), h100 (0, 10), h74 (1, 10), h60 (4, 10), h1 (5, 10), h88 (8, 10), h42 (6, 10), h61 (7, 10), h14 (8, 10), h20 (0, 10), h65 (10, 10), h54 (8, 10), h22 (4, 10), h51 (0, 10), h50 (3, 10), h90 (3, 10), h53 (5, 10), h97 (7, 10), h26 (8, 10), h5 (6, 10), h11 (10, 10), h28 (9, 10), h23 (2, 10), h40 (1, 10), h83 (9, 10), h89 (8, 10), h29 (0, 10), h56 (1, 10), h25 (10, 10), h36 (4, 10), h21 (8, 10), h77 (3, 10), h69 (2, 10), h73 (5, 10), h57 (6, 10), h76 (2, 10), h32 (0, 10), h34 (4, 10), h67 (2, 10), h99 (6, 10), h75 (3, 10), h92 (6, 10), h98 (1, 10), h41 (9, 10), h33 (8, 10), h81 (5, 10), h39 (6, 10), h87 (5, 10), h15 (7, 10), h35 (5, 10), h79 (7, 10), h18 (8, 10), h9 (1, 10), h82 (10, 10), h16 (6, 10) ;
@End

@PreferenceListsA
r1 : h77, h11, h3, h73, h2, h12, h16, h7, h55, h100, h41, h56, h75, h35, h38, h87, h82, h18, h74, h5, h92, h51, h9, h44, h50, h80, h60, h81, h4, h64, h99, h13, h37, h67, h36, h53, h32, h72, h85, h28, h93, h65, h20, h14, h24, h6, h23, h45, h46, h47, h83, h29, h43, h70, h84, h22, h27, h49, h68, h63, h39, h15, h58, h78, h90, h62, h19, h95, h21, h98, h8, h59, h30, h57, h97, h1, h61, h76, h34, h31 ;
r2 : h73, h79, h16, h71, h89, h21, h41, h32, h95, h31, h35, h19, h51, h22, h77, h65, h8, h74, h60, h87, h78, h81, h29, h83, h69, h4, h44, h90, h24, h80, h58, h85, h11, h18, h50, h13, h7, h28, h46, h64, h1, h56, h38, h25, h100, h3, h86, h84, h33, h36, h30, h67, h82, h40, h55, h45, h57, h68, h23, h52, h27, h6, h62, h53, h96, h63, h98, h37, h20, h66, h2, h5, h43, h12, h15, h93, h39, h54, h9, h14 ;
r3 : h29, h87, h65, h2, h93, h80, h51, h98, h57, h75, h35, h97, h7, h6, h21, h85, h46, h58, h41, h39, h81, h24, h8, h22, h23, h33, h100, h28, h63, h15, h64, h50, h72, h67, h54, h11, h30, h83, h16, h19, h74, h10, h82, h45, h44, h68, h4, h73, h14, h70, h37, h38, h53, h89, h95, h96, h49, h90, h1, h5, h60, h59, h27, h88, h86, h84, h78, h52, h20, h99, h79, h62, h55, h77, h66, h18, h61, h36, h32, h47 ;
r4 : h44, h65, h41, h30, h85, h87, h20, h68, h66, h28, h60, h18, h92, h86, h84, h54, h98, h38, h29, h39, h49, h97, h15, h35, h8, h55, h43, h73, h74, h16, h23, h53, h24, h75, h45, h17, h64, h4, h95, h33, h46, h80, h88, h63, h42, h90, h1, h82, h13, h57, h36, h50, h27, h6, h93, h94, h11, h83, h78, h58, h62, h7, h32, h91, h99, h70, h10, h37, h21, h56, h51, h71, h5, h72, h100, h14, h81, h22, h19, h2 ;
r5 : h65, h41, h85, h84, h98, h24, h16, h74, h18, h87, h20, h33, h73, h44, h37, h31, h2, h30, h64, h89, h39, h38, h60, h27, h36, h50, h25, h43, h32, h58, h35, h5, h90, h21, h62, h7, h57, h28, h80, h95, h9, h46, h29, h55, h4, h68, h54, h82, h91, h23, h81, h19, h8, h100, h6, h78, h75, h94, h45, h86, h79, h26, h22, h67, h11, h76, h53, h71, h40, h66, h92, h48, h13, h93, h83, h3, h69, h49, h34, h15 ;
r6 : h85, h23, h52, h19, h86, h64, h55, h93, h2, h87, h82, h73, h15, h74, h78, h75, h49, h29, h18, h65, h30, h3, h38, h98, h100, h72, h16, h7, h35, h46, h13, h12, h32, h95, h28, h77, h68, h84, h41, h50, h33, h58, h91, h66, h24, h81, h90, h62, h80, h22, h11, h89, h21, h99, h6, h45, h36, h63, h56, h44, h25, h71, h67, h17, h69, h60, h39, h5, h54, h70, h57, h40, h83, h4, h94, h9, h42, h8, h76, h48 ;
r7 : h85, h5, h39, h95, h34, h46, h35, h1, h90, h53, h50, h41, h49, h74, h14, h87, h62, h83, h64, h11, h47, h67, h4, h36, h16, h65, h19, h38, h44, h31, h2, h33, h68, h48, h21, h30, h76, h73, h89, h7, h81, h25, h78, h80, h29, h93, h32, h98, h3, h13, h100, h18, h52, h9, h15, h72, h58, h23, h94, h60, h82, h88, h84, h86, h66, h28, h57, h59, h55, h22, h97, h63, h42, h96, h24, h75, h45, h54, h27, h51 ;
r8 : h63, h55, h13, h28, h54, h35, h25, h39, h44, h38, h41, h99, h74, h16, h87, h51, h65, h19, h46, h93, h75, h62, h23, h86, h18, h92, h5, h85, h24, h11, h15, h82, h64, h27, h80, h89, h79, h37, h29, h60, h58, h4, h100, h7, h31, h43, h73, h33, h6, h32, h57, h72, h84, h61, h67, h90, h56, h68, h88, h95, h91, h50, h22, h12, h45, h26, h9, h66, h53, h78, h59, h42, h71, h49, h70, h21, h98, h10, h3, h20 ;
r9 : h76, h73, h95, h16, h97, h41, h33, h2, h78, h87, h30, h9, h83, h53, h100, h84, h81, h18, h98, h44, h65, h58, h66, h88, h85, h67, h93, h46, h23, h32, h68, h75, h82, h71, h80, h45, h52, h21, h24, h74, h22, h37, h35, h39, h54, h29, h13, h11, h19, h61, h55, h31, h56, h86, h5, h38, h62, h72, h47, h36, h60, h15, h7, h64, h59, h28, h14, h25, h50, h43, h77, h40, h4, h96, h79, h49, h20, h6, h17, h8 ;
r10 : h11, h93, h78, h16, h33, h89, h74, h61, h47, h90, h41, h60, h73, h83, h8, h52, h36, h46, h63, h55, h68, h24, h87, h18, h64, h29, h49, h4, h65, h50, h38, h80, h95, h71, h75, h85, h2, h23, h62, h81, h5, h32, h19, h58, h22, h34, h7, h35, h45, h6, h79, h94, h51, h39, h100, h44, h15, h54, h98, h53, h72, h99, h88, h67, h57, h9, h28, h14, h31, h66, h27, h48, h25, h97, h82, h42, h13, h1, h10, h20 ;
r11 : h73, h64, h29, h5, h60, h19, h41, h62, h16, h39, h44, h85, h51, h17, h49, h38, h87, h54, h66, h67, h27, h82, h74, h52, h48, h7, h95, h34, h8, h90, h93, h15, h28, h94, h76, h1, h58, h35, h65, h55, h43, h75, h45, h57, h50, h11, h46, h100, h23, h31, h78, h18, h83, h24, h53, h33, h3, h20, h40, h2, h21, h86, h22, h13, h47, h77, h4, h25, h14, h9, h71, h42, h98, h70, h84, h32, h81, h56, h63, h96 ;
r12 : h39, h80, h54, h74, h73, h51, h94, h85, h16, h2, h44, h87, h40, h35, h76, h15, h61, h84, h22, h24, h65, h95, h55, h28, h67, h38, h18, h33, h14, h36, h7, h46, h4, h49, h23, h97, h64, h41, h1, h29, h13, h50, h8, h58, h53, h75, h57, h82, h59, h81, h68, h56, h19, h100, h86, h78, h98, h20, h32, h62, h60, h27, h5, h37, h3, h93, h25, h66, h12, h11, h21, h72, h34, h69, h90, h43, h99, h6, h63, h83 ;
r13 : h24, h4, h74, h23, h58, h90, h41, h65, h73, h35, h66, h44, h87, h54, h29, h7, h62, h39, h20, h49, h68, h80, h16, h2, h18, h50, h85, h64, h47, h13, h78, h9, h19, h60, h69, h22, h81, h30, h77, h98, h95, h100, h25, h82, h51, h63, h84, h46, h38, h71, h31, h86, h15, h11, h53, h36, h3, h99, h1, h5, h57, h32, h55, h45, h70, h21, h48, h27, h67, h83, h61, h37, h79, h28, h8, h33, h72, h56, h89, h43 ;
r14 : h75, h22, h38, h80, h16, h13, h25, h60, h46, h72, h15, h41, h53, h76, h50, h7, h95, h23, h51, h83, h31, h87, h65, h79, h45, h49, h74, h58, h44, h5, h55, h93, h54, h1, h73, h21, h82, h35, h27, h32, h43, h62, h52, h18, h98, h34, h10, h39, h78, h24, h66, h36, h67, h63, h84, h90, h85, h3, h6, h86, h29, h96, h47, h14, h88, h71, h20, h68, h100, h33, h64, h89, h28, h11, h48, h97, h94, h61, h37, h19 ;
r15 : h41, h81, h85, h38, h22, h19, h95, h24, h87, h60, h78, h73, h74, h49, h35, h55, h33, h57, h13, h89, h71, h17, h8, h44, h47, h86, h27, h50, h77, h84, h98, h4, h75, h18, h5, h39, h58, h65, h64, h54, h61, h9, h6, h93, h32, h16, h62, h36, h46, h59, h7, h2, h80, h23, h79, h63, h82, h30, h29, h15, h51, h53, h20, h90, h52, h40, h68, h34, h100, h25, h28, h67, h66, h76, h72, h11, h21, h83, h91, h99 ;
r16 : h85, h73, h65, h52, h74, h27, h44, h25, h10, h33, h81, h2, h80, h28, h82, h87, h41, h64, h99, h35, h32, h49, h88, h51, h97, h38, h46, h79, h98, h50, h94, h60, h55, h62, h70, h19, h23, h56, h8, h93, h54, h3, h58, h29, h7, h83, h43, h15, h39, h48, h95, h24, h57, h75, h86, h16, h68, h22, h45, h89, h21, h1, h72, h14, h67, h78, h5, h100, h37, h4, h31, h11, h36, h18, h90, h71, h47, h13, h20, h59 ;
r17 : h74, h33, h16, h46, h85, h3, h24, h23, h38, h58, h89, h49, h87, h80, h21, h35, h55, h57, h69, h44, h95, h70, h75, h22, h60, h73, h41, h64, h14, h53, h93, h1, h65, h84, h63, h54, h28, h15, h25, h98, h56, h7, h90, h4, h20, h72, h19, h29, h47, h48, h83, h39, h76, h36, h79, h31, h13, h2, h32, h27, h12, h34, h51, h71, h11, h40, h45, h96, h6, h62, h81, h67, h78, h37, h5, h8, h82, h50, h68, h100 ;
