@PartitionA
r1, r2, r3, r4, r5, r6, r7, r8, r9, r10, r11, r12, r13, r14, r15, r16, r17, r18, r19, r20, r21, r22, r23, r24, r25, r26, r27, r28, r29, r30, r31, r32, r33, r34, r35, r36, r37, r38, r39, r40, r41, r42, r43, r44, r45, r46, r47, r48, r49, r50, r51, r52, r53, r54, r55, r56, r57, r58, r59, r60, r61, r62, r63, r64, r65, r66, r67, r68, r69, r70, r71, r72, r73, r74, r75, r76, r77, r78, r79, r80, r81, r82, r83, r84, r85, r86, r87, r88, r89, r90, r91, r92, r93, r94, r95, r96, r97, r98, r99, r100, r101, r102, r103, r104, r105, r106, r107, r108, r109, r110, r111, r112, r113, r114, r115, r116, r117, r118, r119, r120, r121, r122, r123, r124, r125, r126, r127, r128, r129, r130, r131, r132, r133, r134, r135, r136, r137, r138, r139, r140, r141, r142, r143, r144, r145, r146, r147, r148, r149, r150, r151, r152, r153, r154, r155, r156, r157, r158, r159, r160, r161, r162, r163, r164, r165, r166, r167, r168, r169, r170, r171, r172, r173, r174, r175, r176, r177, r178, r179, r180, r181, r182, r183, r184, r185, r186, r187, r188, r189, r190, r191, r192, r193, r194, r195, r196, r197, r198, r199, r200, r201, r202, r203, r204, r205, r206, r207, r208, r209, r210, r211, r212, r213, r214, r215, r216, r217, r218, r219, r220, r221, r222, r223, r224, r225, r226, r227, r228, r229, r230, r231, r232, r233, r234, r235, r236, r237, r238, r239, r240, r241, r242, r243, r244, r245, r246, r247, r248, r249, r250, r251, r252, r253, r254, r255, r256, r257, r258, r259, r260, r261, r262, r263, r264, r265, r266, r267, r268, r269, r270, r271, r272, r273, r274, r275, r276, r277, r278, r279, r280, r281, r282, r283, r284, r285, r286, r287, r288, r289, r290, r291, r292, r293, r294, r295, r296, r297, r298, r299, r300, r301, r302, r303, r304, r305, r306, r307, r308, r309, r310, r311, r312, r313, r314, r315, r316, r317, r318, r319, r320, r321, r322, r323, r324, r325, r326, r327, r328, r329, r330, r331, r332, r333, r334, r335, r336, r337, r338, r339, r340, r341, r342, r343, r344, r345, r346, r347, r348, r349, r350, r351, r352, r353, r354, r355, r356, r357, r358, r359, r360, r361, r362, r363, r364, r365, r366, r367, r368, r369, r370, r371, r372, r373, r374, r375, r376, r377, r378, r379, r380, r381, r382, r383, r384, r385, r386, r387, r388, r389, r390, r391, r392, r393, r394, r395, r396, r397, r398, r399, r400, r401, r402, r403, r404, r405, r406, r407, r408, r409, r410, r411, r412, r413, r414, r415, r416, r417, r418, r419, r420, r421, r422, r423, r424, r425, r426, r427, r428, r429, r430, r431, r432, r433, r434, r435, r436, r437, r438, r439, r440, r441, r442, r443, r444, r445, r446, r447, r448, r449, r450, r451, r452, r453, r454, r455, r456, r457, r458, r459, r460, r461, r462, r463, r464, r465, r466, r467, r468, r469, r470, r471, r472, r473, r474, r475, r476, r477, r478, r479, r480, r481, r482, r483, r484, r485, r486, r487, r488, r489, r490, r491, r492, r493, r494, r495, r496, r497, r498, r499, r500, r501, r502, r503, r504, r505, r506, r507, r508, r509, r510, r511, r512, r513, r514, r515, r516, r517, r518, r519, r520, r521, r522, r523, r524, r525, r526, r527, r528, r529, r530, r531, r532, r533, r534, r535, r536, r537, r538, r539, r540, r541, r542, r543, r544, r545, r546, r547, r548, r549, r550, r551, r552, r553, r554, r555, r556, r557, r558, r559, r560, r561, r562, r563, r564, r565, r566, r567, r568, r569, r570, r571, r572, r573, r574, r575, r576, r577, r578, r579, r580, r581, r582, r583, r584, r585, r586, r587, r588, r589, r590, r591, r592, r593, r594, r595, r596, r597, r598, r599, r600, r601, r602, r603, r604, r605, r606, r607, r608, r609, r610, r611, r612, r613, r614, r615, r616, r617, r618, r619, r620, r621, r622, r623, r624, r625, r626, r627, r628, r629, r630, r631, r632, r633, r634, r635, r636, r637, r638, r639, r640, r641, r642, r643, r644, r645, r646, r647, r648, r649, r650, r651, r652, r653, r654, r655, r656, r657, r658, r659, r660, r661, r662, r663, r664, r665, r666, r667, r668, r669, r670, r671, r672, r673, r674, r675, r676, r677, r678, r679, r680, r681, r682, r683, r684, r685, r686, r687, r688, r689, r690, r691, r692, r693, r694, r695, r696, r697, r698, r699, r700, r701, r702, r703, r704, r705, r706, r707, r708, r709, r710, r711, r712, r713, r714, r715, r716, r717, r718, r719, r720, r721, r722, r723, r724, r725, r726, r727, r728, r729, r730, r731, r732, r733, r734, r735, r736, r737, r738, r739, r740, r741, r742, r743, r744, r745, r746, r747, r748, r749, r750, r751, r752, r753, r754, r755, r756, r757, r758, r759, r760, r761, r762, r763, r764, r765, r766, r767, r768, r769, r770, r771, r772, r773, r774, r775, r776, r777, r778, r779, r780, r781, r782, r783, r784, r785, r786, r787, r788, r789, r790, r791, r792, r793, r794, r795, r796, r797, r798, r799, r800, r801, r802, r803, r804, r805, r806, r807, r808, r809, r810, r811, r812, r813, r814, r815, r816, r817, r818, r819, r820, r821, r822, r823, r824, r825, r826, r827, r828, r829, r830, r831, r832, r833, r834, r835, r836, r837, r838, r839, r840, r841, r842, r843, r844, r845, r846, r847, r848, r849, r850, r851, r852, r853, r854, r855, r856, r857, r858, r859, r860, r861, r862, r863, r864, r865, r866, r867, r868, r869, r870, r871, r872, r873, r874, r875, r876, r877, r878, r879, r880, r881, r882, r883, r884, r885, r886, r887, r888, r889, r890, r891, r892, r893, r894, r895, r896, r897, r898, r899, r900, r901, r902, r903, r904, r905, r906, r907, r908, r909, r910, r911, r912, r913, r914, r915, r916, r917, r918, r919, r920, r921, r922, r923, r924, r925, r926, r927, r928, r929, r930, r931, r932, r933, r934, r935, r936, r937, r938, r939, r940, r941, r942, r943, r944, r945, r946, r947, r948, r949, r950, r951, r952, r953, r954, r955, r956, r957, r958, r959, r960, r961, r962, r963, r964, r965, r966, r967, r968, r969, r970, r971, r972, r973, r974, r975, r976, r977, r978, r979, r980, r981, r982, r983, r984, r985, r986, r987, r988, r989, r990, r991, r992, r993, r994, r995, r996, r997, r998, r999, r1000 ;
@End

@PartitionB
h17 (2, 10), h78 (8, 10), h80 (4, 10), h62 (3, 10), h57 (8, 10), h46 (5, 10), h35 (0, 10), h70 (9, 10), h33 (8, 10), h69 (7, 10), h85 (6, 10), h87 (1, 10), h60 (7, 10), h6 (6, 10), h61 (7, 10), h81 (2, 10), h44 (3, 10), h93 (1, 10), h27 (5, 10), h24 (0, 10), h3 (3, 10), h41 (10, 10), h32 (3, 10), h8 (2, 10), h43 (4, 10), h75 (6, 10), h4 (1, 10), h99 (1, 10), h22 (9, 10), h72 (2, 10), h50 (5, 10), h96 (7, 10), h82 (10, 10), h67 (4, 10), h92 (4, 10), h97 (3, 10), h34 (0, 10), h2 (9, 10), h48 (3, 10), h77 (3, 10), h28 (2, 10), h86 (6, 10), h59 (5, 10), h68 (2, 10), h76 (10, 10), h94 (6, 10), h65 (9, 10), h40 (6, 10), h53 (8, 10), h74 (8, 10), h12 (6, 10), h23 (8, 10), h9 (10, 10), h10 (7, 10), h58 (5, 10), h73 (2, 10), h29 (6, 10), h49 (2, 10), h64 (10, 10), h14 (0, 10), h37 (1, 10), h30 (1, 10), h16 (1, 10), h26 (2, 10), h71 (3, 10), h7 (0, 10), h19 (7, 10), h63 (8, 10), h1 (9, 10), h36 (10, 10), h91 (4, 10), h18 (3, 10), h47 (0, 10), h100 (9, 10), h13 (8, 10), h38 (0, 10), h54 (6, 10), h95 (0, 10), h20 (2, 10), h89 (8, 10), h21 (8, 10), h52 (2, 10), h51 (5, 10), h66 (3, 10), h15 (10, 10), h90 (1, 10), h56 (10, 10), h5 (8, 10), h45 (9, 10), h39 (3, 10), h88 (10, 10), h98 (1, 10), h84 (7, 10), h42 (10, 10), h55 (3, 10), h31 (8, 10), h11 (3, 10), h25 (10, 10), h79 (7, 10), h83 (2, 10) ;
@End

@PreferenceListsA
r1 : h32, h15, h88, h12, h63, h54, h70, h84, h7, h1, h93, h28, h38, h5, h45, h2, h74, h55, h90, h96, h50, h46, h26, h91, h65, h92, h22, h31, h8, h3, h57, h83, h6, h100, h14, h47, h85, h30, h64, h17, h39, h18, h97, h73, h94, h76, h16, h56, h89, h71, h35, h20, h79, h58, h36, h11, h4, h9, h51, h44, h34, h43, h41, h40, h49, h75, h82, h19, h95, h67, h59, h37, h24, h25, h52, h80, h87, h60, h72, h33 ;
r2 : h38, h60, h4, h88, h93, h99, h100, h65, h22, h77, h89, h50, h45, h49, h91, h84, h37, h56, h9, h58, h32, h42, h6, h20, h76, h79, h12, h59, h78, h74, h15, h63, h46, h14, h40, h64, h30, h41, h55, h17, h70, h83, h33, h66, h3, h82, h54, h8, h35, h5, h57, h24, h71, h48, h75, h87, h10, h73, h67, h2, h31, h16, h51, h7, h19, h97, h80, h98, h44, h39, h92, h95, h90, h13, h25, h53, h96, h18, h85, h61 ;
r3 : h93, h38, h85, h64, h46, h1, h65, h37, h71, h6, h17, h31, h9, h87, h94, h89, h26, h14, h74, h19, h73, h16, h45, h76, h86, h5, h66, h84, h39, h10, h42, h47, h54, h67, h58, h60, h50, h82, h88, h83, h55, h21, h7, h100, h4, h80, h51, h59, h8, h97, h18, h41, h79, h32, h35, h28, h20, h96, h56, h36, h15, h24, h40, h62, h70, h92, h30, h91, h98, h63, h3, h77, h90, h27, h48, h2, h49, h44, h57, h25 ;
r4 : h84, h1, h89, h2, h50, h40, h60, h31, h58, h6, h16, h65, h3, h93, h64, h47, h51, h55, h24, h63, h17, h73, h35, h88, h33, h4, h44, h5, h71, h9, h13, h26, h76, h15, h91, h67, h74, h38, h92, h83, h29, h54, h30, h18, h70, h98, h97, h99, h45, h85, h48, h20, h14, h69, h25, h53, h87, h36, h72, h80, h100, h42, h61, h59, h37, h41, h8, h27, h96, h7, h39, h94, h75, h34, h57, h86, h28, h82, h79, h62 ;
r5 : h18, h45, h17, h88, h84, h43, h5, h16, h6, h44, h83, h32, h96, h86, h55, h70, h93, h24, h37, h9, h8, h41, h7, h33, h57, h31, h38, h48, h89, h46, h26, h74, h67, h98, h99, h14, h82, h51, h73, h20, h65, h35, h59, h4, h50, h28, h72, h87, h71, h54, h63, h92, h90, h47, h13, h94, h68, h66, h61, h42, h64, h80, h19, h30, h39, h40, h69, h79, h95, h2, h97, h56, h3, h91, h1, h10, h76, h52, h21, h85 ;
r6 : h24, h15, h51, h32, h25, h8, h16, h94, h65, h87, h71, h28, h93, h59, h63, h20, h35, h37, h12, h21, h84, h1, h22, h92, h38, h91, h96, h3, h77, h6, h48, h4, h5, h81, h27, h86, h60, h89, h55, h44, h83, h39, h50, h58, h18, h9, h74, h45, h14, h31, h57, h26, h2, h72, h88, h79, h33, h66, h54, h7, h19, h41, h40, h17, h78, h30, h98, h73, h82, h42, h99, h75, h49, h46, h76, h67, h47, h64, h13, h52 ;
r7 : h84, h8, h93, h80, h88, h5, h98, h54, h39, h28, h41, h30, h71, h83, h15, h65, h89, h9, h16, h32, h6, h79, h35, h53, h57, h45, h74, h55, h91, h18, h82, h51, h38, h60, h72, h31, h1, h17, h14, h64, h47, h7, h50, h20, h21, h48, h43, h94, h40, h33, h76, h42, h12, h2, h11, h86, h22, h97, h73, h19, h25, h4, h49, h67, h78, h26, h92, h63, h24, h70, h3, h56, h87, h44, h66, h100, h13, h75, h96, h59 ;
r8 : h16, h70, h9, h26, h84, h18, h1, h41, h45, h6, h14, h89, h88, h31, h33, h24, h35, h55, h44, h38, h75, h83, h59, h17, h30, h15, h5, h50, h71, h53, h21, h32, h76, h37, h8, h47, h4, h87, h60, h54, h80, h79, h3, h65, h93, h40, h81, h58, h99, h57, h19, h74, h91, h48, h82, h72, h85, h92, h96, h78, h69, h97, h73, h28, h12, h63, h13, h25, h7, h20, h77, h56, h22, h64, h42, h39, h98, h94, h52, h29 ;
r9 : h50, h41, h38, h74, h7, h17, h6, h32, h83, h1, h28, h62, h21, h57, h65, h47, h98, h5, h88, h91, h84, h54, h40, h53, h94, h92, h26, h35, h95, h67, h97, h59, h63, h13, h71, h85, h14, h45, h69, h25, h9, h33, h100, h4, h31, h3, h51, h93, h43, h89, h30, h66, h55, h22, h12, h39, h16, h37, h78, h87, h70, h86, h79, h64, h42, h8, h19, h2, h46, h18, h27, h73, h82, h44, h72, h60, h80, h58, h56, h20 ;
r10 : h50, h5, h37, h71, h15, h54, h70, h83, h9, h38, h84, h89, h44, h74, h45, h65, h40, h49, h39, h24, h31, h88, h57, h13, h80, h35, h99, h26, h17, h58, h47, h41, h73, h51, h14, h48, h52, h93, h91, h33, h98, h7, h46, h63, h25, h94, h90, h4, h34, h78, h53, h72, h42, h32, h8, h18, h6, h81, h20, h16, h77, h64, h76, h30, h60, h55, h1, h66, h85, h100, h21, h11, h82, h97, h3, h59, h56, h12, h23, h29 ;
r11 : h65, h97, h26, h71, h5, h74, h6, h33, h32, h84, h91, h98, h88, h54, h9, h50, h75, h16, h96, h44, h49, h45, h56, h1, h81, h38, h47, h48, h3, h17, h7, h31, h35, h83, h30, h72, h58, h93, h39, h8, h13, h60, h86, h59, h37, h25, h70, h89, h46, h28, h87, h18, h20, h36, h73, h82, h2, h66, h15, h42, h14, h100, h52, h61, h40, h80, h24, h77, h57, h85, h79, h27, h22, h12, h19, h55, h4, h41, h69, h76 ;
r12 : h35, h9, h93, h50, h91, h76, h5, h45, h31, h69, h84, h3, h15, h38, h78, h96, h58, h33, h6, h40, h4, h68, h48, h27, h66, h39, h65, h20, h47, h52, h55, h70, h16, h17, h7, h14, h56, h26, h89, h60, h79, h44, h71, h59, h37, h99, h8, h63, h21, h74, h83, h11, h12, h92, h41, h54, h88, h10, h1, h80, h98, h82, h87, h72, h19, h94, h64, h22, h42, h18, h46, h67, h73, h2, h97, h30, h28, h57, h25, h36 ;
r13 : h93, h56, h35, h86, h100, h28, h14, h12, h73, h42, h84, h15, h83, h27, h97, h59, h65, h45, h5, h26, h7, h54, h38, h32, h6, h87, h74, h71, h17, h88, h76, h89, h9, h50, h36, h82, h77, h58, h72, h44, h2, h47, h24, h63, h57, h70, h20, h31, h8, h39, h30, h41, h25, h51, h4, h91, h16, h53, h60, h3, h1, h85, h13, h80, h18, h55, h37, h67, h79, h94, h75, h78, h40, h33, h95, h22, h99, h52, h21, h66 ;
r14 : h97, h31, h38, h80, h17, h47, h37, h41, h16, h65, h24, h9, h100, h71, h20, h21, h93, h50, h56, h36, h61, h15, h79, h45, h48, h55, h53, h54, h6, h74, h57, h76, h1, h35, h86, h7, h91, h96, h2, h18, h5, h59, h39, h60, h84, h40, h66, h4, h3, h73, h43, h14, h83, h64, h11, h26, h34, h67, h51, h58, h27, h12, h8, h25, h89, h87, h19, h75, h85, h23, h28, h72, h30, h94, h88, h49, h69, h63, h46, h70 ;
r15 : h41, h65, h30, h58, h26, h84, h51, h37, h39, h16, h31, h85, h93, h100, h46, h87, h71, h45, h20, h6, h5, h3, h63, h50, h79, h42, h24, h74, h38, h4, h40, h88, h9, h76, h91, h32, h98, h17, h66, h89, h55, h14, h56, h8, h53, h97, h57, h80, h92, h23, h25, h83, h35, h72, h99, h1, h27, h19, h86, h15, h59, h21, h7, h47, h28, h82, h96, h12, h54, h77, h34, h49, h33, h68, h44, h73, h10, h2, h52, h36 ;
r16 : h70, h5, h32, h60, h91, h25, h51, h27, h9, h35, h98, h88, h73, h8, h26, h14, h38, h19, h65, h93, h30, h84, h12, h89, h36, h24, h74, h18, h56, h58, h76, h1, h7, h29, h87, h82, h37, h17, h79, h50, h83, h69, h31, h71, h13, h52, h4, h22, h39, h21, h44, h45, h6, h3, h80, h81, h53, h20, h90, h85, h67, h48, h97, h16, h64, h47, h57, h99, h55, h59, h28, h43, h41, h94, h61, h54, h49, h92, h100, h63 ;
r17 : h84, h65, h48, h45, h40, h22, h17, h59, h24, h100, h47, h8, h25, h37, h16, h21, h91, h70, h6, h58, h54, h9, h18, h51, h60, h32, h71, h13, h88, h2, h38, h50, h5, h20, h3, h55, h1, h83, h74, h92, h31, h30, h72, h64, h93, h73, h85, h82, h57, h44, h11, h26, h27, h43, h89, h15, h95, h35, h7, h76, h14, h56, h28, h81, h61, h80, h94, h75, h87, h41, h97, h79, h66, h96, h49, h36, h62, h46, h67, h98 ;
