@PartitionA
r1, r2, r3, r4, r5, r6, r7, r8, r9, r10, r11, r12, r13, r14, r15, r16, r17, r18, r19, r20, r21, r22, r23, r24, r25, r26, r27, r28, r29, r30, r31, r32, r33, r34, r35, r36, r37, r38, r39, r40, r41, r42, r43, r44, r45, r46, r47, r48, r49, r50, r51, r52, r53, r54, r55, r56, r57, r58, r59, r60, r61, r62, r63, r64, r65, r66, r67, r68, r69, r70, r71, r72, r73, r74, r75, r76, r77, r78, r79, r80, r81, r82, r83, r84, r85, r86, r87, r88, r89, r90, r91, r92, r93, r94, r95, r96, r97, r98, r99, r100, r101, r102, r103, r104, r105, r106, r107, r108, r109, r110, r111, r112, r113, r114, r115, r116, r117, r118, r119, r120, r121, r122, r123, r124, r125, r126, r127, r128, r129, r130, r131, r132, r133, r134, r135, r136, r137, r138, r139, r140, r141, r142, r143, r144, r145, r146, r147, r148, r149, r150, r151, r152, r153, r154, r155, r156, r157, r158, r159, r160, r161, r162, r163, r164, r165, r166, r167, r168, r169, r170, r171, r172, r173, r174, r175, r176, r177, r178, r179, r180, r181, r182, r183, r184, r185, r186, r187, r188, r189, r190, r191, r192, r193, r194, r195, r196, r197, r198, r199, r200, r201, r202, r203, r204, r205, r206, r207, r208, r209, r210, r211, r212, r213, r214, r215, r216, r217, r218, r219, r220, r221, r222, r223, r224, r225, r226, r227, r228, r229, r230, r231, r232, r233, r234, r235, r236, r237, r238, r239, r240, r241, r242, r243, r244, r245, r246, r247, r248, r249, r250, r251, r252, r253, r254, r255, r256, r257, r258, r259, r260, r261, r262, r263, r264, r265, r266, r267, r268, r269, r270, r271, r272, r273, r274, r275, r276, r277, r278, r279, r280, r281, r282, r283, r284, r285, r286, r287, r288, r289, r290, r291, r292, r293, r294, r295, r296, r297, r298, r299, r300, r301, r302, r303, r304, r305, r306, r307, r308, r309, r310, r311, r312, r313, r314, r315, r316, r317, r318, r319, r320, r321, r322, r323, r324, r325, r326, r327, r328, r329, r330, r331, r332, r333, r334, r335, r336, r337, r338, r339, r340, r341, r342, r343, r344, r345, r346, r347, r348, r349, r350, r351, r352, r353, r354, r355, r356, r357, r358, r359, r360, r361, r362, r363, r364, r365, r366, r367, r368, r369, r370, r371, r372, r373, r374, r375, r376, r377, r378, r379, r380, r381, r382, r383, r384, r385, r386, r387, r388, r389, r390, r391, r392, r393, r394, r395, r396, r397, r398, r399, r400, r401, r402, r403, r404, r405, r406, r407, r408, r409, r410, r411, r412, r413, r414, r415, r416, r417, r418, r419, r420, r421, r422, r423, r424, r425, r426, r427, r428, r429, r430, r431, r432, r433, r434, r435, r436, r437, r438, r439, r440, r441, r442, r443, r444, r445, r446, r447, r448, r449, r450, r451, r452, r453, r454, r455, r456, r457, r458, r459, r460, r461, r462, r463, r464, r465, r466, r467, r468, r469, r470, r471, r472, r473, r474, r475, r476, r477, r478, r479, r480, r481, r482, r483, r484, r485, r486, r487, r488, r489, r490, r491, r492, r493, r494, r495, r496, r497, r498, r499, r500, r501, r502, r503, r504, r505, r506, r507, r508, r509, r510, r511, r512, r513, r514, r515, r516, r517, r518, r519, r520, r521, r522, r523, r524, r525, r526, r527, r528, r529, r530, r531, r532, r533, r534, r535, r536, r537, r538, r539, r540, r541, r542, r543, r544, r545, r546, r547, r548, r549, r550, r551, r552, r553, r554, r555, r556, r557, r558, r559, r560, r561, r562, r563, r564, r565, r566, r567, r568, r569, r570, r571, r572, r573, r574, r575, r576, r577, r578, r579, r580, r581, r582, r583, r584, r585, r586, r587, r588, r589, r590, r591, r592, r593, r594, r595, r596, r597, r598, r599, r600, r601, r602, r603, r604, r605, r606, r607, r608, r609, r610, r611, r612, r613, r614, r615, r616, r617, r618, r619, r620, r621, r622, r623, r624, r625, r626, r627, r628, r629, r630, r631, r632, r633, r634, r635, r636, r637, r638, r639, r640, r641, r642, r643, r644, r645, r646, r647, r648, r649, r650, r651, r652, r653, r654, r655, r656, r657, r658, r659, r660, r661, r662, r663, r664, r665, r666, r667, r668, r669, r670, r671, r672, r673, r674, r675, r676, r677, r678, r679, r680, r681, r682, r683, r684, r685, r686, r687, r688, r689, r690, r691, r692, r693, r694, r695, r696, r697, r698, r699, r700, r701, r702, r703, r704, r705, r706, r707, r708, r709, r710, r711, r712, r713, r714, r715, r716, r717, r718, r719, r720, r721, r722, r723, r724, r725, r726, r727, r728, r729, r730, r731, r732, r733, r734, r735, r736, r737, r738, r739, r740, r741, r742, r743, r744, r745, r746, r747, r748, r749, r750, r751, r752, r753, r754, r755, r756, r757, r758, r759, r760, r761, r762, r763, r764, r765, r766, r767, r768, r769, r770, r771, r772, r773, r774, r775, r776, r777, r778, r779, r780, r781, r782, r783, r784, r785, r786, r787, r788, r789, r790, r791, r792, r793, r794, r795, r796, r797, r798, r799, r800, r801, r802, r803, r804, r805, r806, r807, r808, r809, r810, r811, r812, r813, r814, r815, r816, r817, r818, r819, r820, r821, r822, r823, r824, r825, r826, r827, r828, r829, r830, r831, r832, r833, r834, r835, r836, r837, r838, r839, r840, r841, r842, r843, r844, r845, r846, r847, r848, r849, r850, r851, r852, r853, r854, r855, r856, r857, r858, r859, r860, r861, r862, r863, r864, r865, r866, r867, r868, r869, r870, r871, r872, r873, r874, r875, r876, r877, r878, r879, r880, r881, r882, r883, r884, r885, r886, r887, r888, r889, r890, r891, r892, r893, r894, r895, r896, r897, r898, r899, r900, r901, r902, r903, r904, r905, r906, r907, r908, r909, r910, r911, r912, r913, r914, r915, r916, r917, r918, r919, r920, r921, r922, r923, r924, r925, r926, r927, r928, r929, r930, r931, r932, r933, r934, r935, r936, r937, r938, r939, r940, r941, r942, r943, r944, r945, r946, r947, r948, r949, r950, r951, r952, r953, r954, r955, r956, r957, r958, r959, r960, r961, r962, r963, r964, r965, r966, r967, r968, r969, r970, r971, r972, r973, r974, r975, r976, r977, r978, r979, r980, r981, r982, r983, r984, r985, r986, r987, r988, r989, r990, r991, r992, r993, r994, r995, r996, r997, r998, r999, r1000 ;
@End

@PartitionB
h20 (9, 10), h43 (9, 10), h82 (6, 10), h1 (1, 10), h9 (4, 10), h75 (7, 10), h94 (2, 10), h56 (3, 10), h13 (3, 10), h33 (7, 10), h97 (0, 10), h60 (6, 10), h51 (7, 10), h67 (4, 10), h76 (1, 10), h8 (2, 10), h93 (6, 10), h79 (10, 10), h99 (7, 10), h29 (1, 10), h95 (1, 10), h72 (2, 10), h87 (4, 10), h62 (5, 10), h71 (8, 10), h53 (0, 10), h32 (2, 10), h66 (9, 10), h70 (4, 10), h21 (2, 10), h57 (1, 10), h30 (9, 10), h83 (9, 10), h46 (9, 10), h52 (2, 10), h59 (8, 10), h15 (7, 10), h7 (10, 10), h25 (1, 10), h88 (10, 10), h36 (6, 10), h34 (9, 10), h37 (8, 10), h68 (0, 10), h73 (1, 10), h18 (10, 10), h5 (8, 10), h23 (0, 10), h40 (2, 10), h11 (4, 10), h17 (9, 10), h64 (6, 10), h77 (1, 10), h65 (7, 10), h31 (6, 10), h61 (10, 10), h45 (6, 10), h49 (9, 10), h80 (8, 10), h6 (5, 10), h22 (5, 10), h10 (10, 10), h42 (7, 10), h84 (2, 10), h100 (8, 10), h44 (6, 10), h35 (3, 10), h48 (1, 10), h12 (0, 10), h50 (7, 10), h91 (5, 10), h92 (10, 10), h86 (0, 10), h90 (1, 10), h63 (9, 10), h24 (8, 10), h96 (6, 10), h47 (7, 10), h27 (10, 10), h19 (8, 10), h74 (8, 10), h69 (4, 10), h16 (2, 10), h58 (3, 10), h39 (2, 10), h28 (7, 10), h85 (1, 10), h4 (5, 10), h89 (8, 10), h3 (4, 10), h26 (2, 10), h2 (7, 10), h55 (6, 10), h98 (3, 10), h54 (4, 10), h38 (8, 10), h41 (2, 10), h78 (2, 10), h14 (4, 10), h81 (1, 10) ;
@End

@PreferenceListsA
r1 : h24, h18, h70, h48, h57, h40, h69, h22, h87, h17, h64, h35, h36, h98, h6, h21, h20, h55, h10, h73, h44, h83, h95, h26, h60, h96, h66, h7, h93, h8, h39, h41, h90, h94, h62, h76, h99, h68, h42, h5, h100, h4, h2, h54, h80, h91, h52, h43, h63, h3, h49, h88, h37, h72, h56, h75, h53, h23, h50, h92, h79, h51, h71, h16, h11, h65, h1, h61, h34, h46, h33, h25, h74, h38, h97, h89, h28, h14, h59, h30 ;
r2 : h65, h54, h7, h41, h10, h88, h15, h77, h48, h37, h14, h91, h89, h6, h35, h73, h93, h96, h79, h69, h87, h22, h52, h53, h66, h26, h42, h50, h20, h28, h95, h4, h76, h18, h59, h40, h55, h13, h97, h8, h57, h24, h36, h68, h98, h80, h75, h33, h44, h1, h49, h83, h70, h38, h2, h90, h64, h16, h43, h62, h5, h39, h17, h94, h92, h81, h56, h47, h21, h71, h23, h45, h72, h12, h3, h31, h58, h51, h11, h78 ;
r3 : h22, h64, h35, h68, h52, h23, h99, h10, h2, h55, h51, h98, h59, h21, h57, h83, h26, h70, h90, h47, h94, h89, h37, h18, h75, h96, h93, h38, h76, h30, h44, h69, h88, h48, h43, h53, h14, h41, h17, h40, h24, h79, h63, h74, h56, h42, h3, h72, h97, h5, h62, h91, h92, h71, h4, h8, h33, h6, h1, h54, h7, h13, h20, h49, h66, h58, h28, h80, h95, h87, h36, h16, h39, h100, h50, h27, h73, h78, h77, h60 ;
r4 : h35, h69, h72, h88, h16, h78, h37, h17, h87, h96, h48, h42, h40, h65, h10, h52, h68, h57, h44, h64, h49, h6, h59, h24, h7, h76, h14, h73, h61, h80, h89, h26, h2, h91, h53, h8, h75, h98, h18, h95, h93, h3, h27, h97, h23, h21, h50, h30, h5, h71, h20, h54, h90, h66, h38, h56, h92, h51, h25, h13, h43, h33, h63, h28, h4, h55, h1, h82, h86, h99, h22, h36, h19, h81, h83, h62, h100, h39, h84, h47 ;
r5 : h10, h35, h76, h90, h37, h44, h49, h24, h36, h17, h32, h48, h14, h7, h83, h40, h61, h41, h91, h64, h42, h5, h57, h97, h96, h89, h69, h87, h26, h23, h54, h92, h33, h16, h73, h13, h18, h56, h93, h99, h53, h70, h21, h55, h28, h98, h72, h79, h2, h6, h52, h81, h1, h8, h3, h39, h29, h88, h20, h25, h80, h22, h66, h51, h68, h43, h62, h50, h75, h47, h94, h95, h30, h63, h60, h4, h65, h71, h86, h100 ;
r6 : h96, h10, h76, h55, h42, h40, h54, h68, h50, h37, h48, h80, h16, h73, h5, h11, h65, h92, h38, h14, h1, h8, h24, h72, h6, h22, h4, h71, h3, h44, h36, h53, h57, h20, h89, h77, h63, h17, h7, h69, h88, h93, h41, h33, h13, h49, h95, h64, h47, h84, h56, h31, h90, h86, h98, h18, h21, h94, h35, h30, h81, h34, h27, h26, h51, h2, h23, h59, h91, h87, h79, h25, h9, h99, h60, h52, h46, h75, h43, h66 ;
r7 : h68, h10, h96, h94, h48, h38, h76, h56, h65, h42, h2, h99, h6, h7, h88, h28, h40, h49, h52, h50, h97, h93, h20, h69, h59, h35, h80, h54, h63, h31, h66, h53, h22, h47, h44, h36, h81, h83, h91, h57, h55, h90, h75, h17, h92, h1, h16, h70, h37, h21, h18, h11, h98, h26, h24, h67, h3, h4, h64, h43, h62, h72, h77, h8, h79, h51, h89, h23, h33, h60, h41, h14, h61, h5, h12, h13, h29, h95, h39, h86 ;
r8 : h33, h89, h5, h96, h48, h75, h10, h6, h65, h36, h50, h37, h13, h73, h99, h98, h87, h88, h55, h2, h46, h69, h51, h28, h7, h45, h100, h83, h14, h57, h39, h26, h38, h70, h35, h93, h60, h94, h53, h49, h71, h97, h54, h24, h15, h92, h40, h86, h44, h76, h17, h42, h68, h22, h80, h56, h23, h25, h18, h3, h52, h82, h64, h79, h59, h21, h95, h4, h43, h47, h90, h20, h41, h66, h8, h16, h1, h67, h77, h12 ;
r9 : h62, h41, h18, h98, h90, h7, h71, h44, h57, h73, h76, h10, h33, h37, h23, h43, h91, h35, h2, h89, h88, h75, h36, h8, h93, h40, h48, h4, h55, h42, h96, h49, h5, h54, h45, h25, h92, h79, h26, h1, h17, h69, h95, h94, h50, h52, h51, h81, h20, h59, h64, h65, h39, h83, h6, h16, h80, h53, h66, h15, h68, h99, h56, h22, h13, h14, h82, h87, h72, h3, h63, h47, h70, h60, h24, h97, h38, h86, h31, h100 ;
r10 : h64, h76, h4, h66, h57, h44, h90, h33, h60, h14, h10, h69, h37, h18, h73, h75, h8, h21, h52, h42, h13, h95, h93, h48, h94, h63, h43, h97, h39, h98, h17, h96, h16, h79, h49, h28, h58, h56, h50, h54, h23, h30, h81, h91, h24, h83, h51, h53, h70, h40, h6, h38, h5, h20, h22, h35, h71, h59, h61, h82, h1, h41, h7, h2, h89, h100, h34, h67, h92, h36, h47, h65, h80, h3, h99, h72, h26, h88, h11, h31 ;
r11 : h43, h90, h35, h6, h49, h39, h52, h76, h10, h54, h4, h75, h96, h5, h3, h25, h69, h36, h9, h40, h57, h28, h42, h24, h73, h98, h95, h53, h65, h93, h47, h48, h88, h80, h2, h51, h16, h37, h18, h66, h17, h14, h89, h7, h71, h70, h33, h97, h30, h8, h100, h63, h64, h87, h22, h68, h50, h26, h91, h38, h13, h99, h55, h62, h83, h20, h92, h72, h34, h94, h82, h23, h1, h60, h44, h11, h32, h56, h79, h61 ;
r12 : h10, h44, h48, h66, h42, h2, h68, h57, h23, h28, h17, h35, h39, h75, h63, h1, h80, h40, h96, h93, h90, h51, h36, h38, h94, h69, h20, h87, h65, h16, h92, h98, h7, h83, h24, h14, h55, h81, h8, h64, h70, h5, h53, h32, h62, h22, h76, h6, h18, h13, h11, h50, h49, h99, h59, h37, h60, h47, h43, h26, h85, h52, h3, h71, h86, h78, h33, h41, h56, h97, h31, h73, h72, h25, h95, h54, h61, h4, h19, h30 ;
r13 : h3, h14, h5, h17, h51, h40, h4, h10, h83, h43, h92, h93, h65, h64, h76, h96, h94, h37, h23, h47, h24, h98, h90, h8, h99, h57, h42, h29, h56, h59, h13, h28, h68, h41, h53, h73, h26, h86, h55, h66, h54, h48, h49, h61, h69, h6, h88, h30, h46, h2, h35, h44, h95, h50, h75, h39, h7, h67, h21, h91, h16, h70, h1, h36, h20, h25, h63, h45, h78, h84, h31, h71, h62, h97, h89, h18, h38, h72, h27, h87 ;
r14 : h6, h42, h14, h26, h57, h88, h69, h82, h90, h64, h55, h48, h41, h68, h37, h54, h10, h40, h91, h98, h92, h44, h4, h60, h35, h96, h62, h76, h3, h17, h75, h89, h70, h24, h36, h7, h99, h18, h93, h53, h73, h1, h43, h5, h72, h22, h61, h25, h39, h56, h63, h81, h2, h30, h16, h67, h83, h28, h65, h66, h52, h47, h51, h20, h97, h79, h80, h11, h50, h13, h34, h46, h23, h8, h100, h86, h32, h95, h49, h87 ;
r15 : h83, h28, h50, h76, h99, h10, h53, h44, h38, h18, h7, h49, h87, h43, h13, h2, h55, h48, h41, h31, h98, h96, h14, h26, h60, h5, h42, h69, h17, h57, h75, h89, h56, h12, h92, h33, h88, h94, h30, h52, h3, h54, h95, h39, h1, h11, h68, h66, h90, h93, h35, h8, h97, h16, h36, h4, h37, h20, h86, h64, h62, h32, h77, h70, h67, h63, h24, h23, h71, h40, h82, h59, h100, h9, h73, h22, h81, h21, h72, h79 ;
r16 : h4, h42, h32, h24, h44, h95, h40, h71, h10, h6, h69, h5, h33, h2, h30, h21, h50, h8, h26, h1, h96, h88, h22, h23, h66, h17, h18, h3, h52, h31, h16, h79, h7, h57, h75, h62, h92, h65, h55, h90, h54, h89, h49, h53, h70, h72, h64, h98, h99, h48, h11, h34, h39, h78, h93, h35, h37, h94, h28, h77, h60, h61, h87, h100, h91, h84, h56, h67, h51, h80, h76, h41, h97, h14, h19, h27, h83, h59, h85, h68 ;
r17 : h93, h10, h47, h43, h7, h38, h98, h4, h14, h24, h76, h20, h57, h83, h64, h70, h69, h31, h26, h13, h56, h35, h99, h12, h28, h42, h17, h55, h96, h80, h36, h82, h37, h54, h2, h6, h16, h88, h60, h22, h66, h48, h100, h8, h18, h51, h5, h44, h89, h27, h53, h39, h1, h92, h73, h95, h32, h90, h59, h52, h49, h63, h21, h75, h11, h65, h29, h25, h40, h50, h68, h30, h86, h94, h33, h77, h71, h72, h78, h91 ;
