@PartitionA
r1, r2, r3, r4, r5, r6, r7, r8, r9, r10, r11, r12, r13, r14, r15, r16, r17, r18, r19, r20, r21, r22, r23, r24, r25, r26, r27, r28, r29, r30, r31, r32, r33, r34, r35, r36, r37, r38, r39, r40, r41, r42, r43, r44, r45, r46, r47, r48, r49, r50, r51, r52, r53, r54, r55, r56, r57, r58, r59, r60, r61, r62, r63, r64, r65, r66, r67, r68, r69, r70, r71, r72, r73, r74, r75, r76, r77, r78, r79, r80, r81, r82, r83, r84, r85, r86, r87, r88, r89, r90, r91, r92, r93, r94, r95, r96, r97, r98, r99, r100, r101, r102, r103, r104, r105, r106, r107, r108, r109, r110, r111, r112, r113, r114, r115, r116, r117, r118, r119, r120, r121, r122, r123, r124, r125, r126, r127, r128, r129, r130, r131, r132, r133, r134, r135, r136, r137, r138, r139, r140, r141, r142, r143, r144, r145, r146, r147, r148, r149, r150, r151, r152, r153, r154, r155, r156, r157, r158, r159, r160, r161, r162, r163, r164, r165, r166, r167, r168, r169, r170, r171, r172, r173, r174, r175, r176, r177, r178, r179, r180, r181, r182, r183, r184, r185, r186, r187, r188, r189, r190, r191, r192, r193, r194, r195, r196, r197, r198, r199, r200, r201, r202, r203, r204, r205, r206, r207, r208, r209, r210, r211, r212, r213, r214, r215, r216, r217, r218, r219, r220, r221, r222, r223, r224, r225, r226, r227, r228, r229, r230, r231, r232, r233, r234, r235, r236, r237, r238, r239, r240, r241, r242, r243, r244, r245, r246, r247, r248, r249, r250, r251, r252, r253, r254, r255, r256, r257, r258, r259, r260, r261, r262, r263, r264, r265, r266, r267, r268, r269, r270, r271, r272, r273, r274, r275, r276, r277, r278, r279, r280, r281, r282, r283, r284, r285, r286, r287, r288, r289, r290, r291, r292, r293, r294, r295, r296, r297, r298, r299, r300, r301, r302, r303, r304, r305, r306, r307, r308, r309, r310, r311, r312, r313, r314, r315, r316, r317, r318, r319, r320, r321, r322, r323, r324, r325, r326, r327, r328, r329, r330, r331, r332, r333, r334, r335, r336, r337, r338, r339, r340, r341, r342, r343, r344, r345, r346, r347, r348, r349, r350, r351, r352, r353, r354, r355, r356, r357, r358, r359, r360, r361, r362, r363, r364, r365, r366, r367, r368, r369, r370, r371, r372, r373, r374, r375, r376, r377, r378, r379, r380, r381, r382, r383, r384, r385, r386, r387, r388, r389, r390, r391, r392, r393, r394, r395, r396, r397, r398, r399, r400, r401, r402, r403, r404, r405, r406, r407, r408, r409, r410, r411, r412, r413, r414, r415, r416, r417, r418, r419, r420, r421, r422, r423, r424, r425, r426, r427, r428, r429, r430, r431, r432, r433, r434, r435, r436, r437, r438, r439, r440, r441, r442, r443, r444, r445, r446, r447, r448, r449, r450, r451, r452, r453, r454, r455, r456, r457, r458, r459, r460, r461, r462, r463, r464, r465, r466, r467, r468, r469, r470, r471, r472, r473, r474, r475, r476, r477, r478, r479, r480, r481, r482, r483, r484, r485, r486, r487, r488, r489, r490, r491, r492, r493, r494, r495, r496, r497, r498, r499, r500, r501, r502, r503, r504, r505, r506, r507, r508, r509, r510, r511, r512, r513, r514, r515, r516, r517, r518, r519, r520, r521, r522, r523, r524, r525, r526, r527, r528, r529, r530, r531, r532, r533, r534, r535, r536, r537, r538, r539, r540, r541, r542, r543, r544, r545, r546, r547, r548, r549, r550, r551, r552, r553, r554, r555, r556, r557, r558, r559, r560, r561, r562, r563, r564, r565, r566, r567, r568, r569, r570, r571, r572, r573, r574, r575, r576, r577, r578, r579, r580, r581, r582, r583, r584, r585, r586, r587, r588, r589, r590, r591, r592, r593, r594, r595, r596, r597, r598, r599, r600, r601, r602, r603, r604, r605, r606, r607, r608, r609, r610, r611, r612, r613, r614, r615, r616, r617, r618, r619, r620, r621, r622, r623, r624, r625, r626, r627, r628, r629, r630, r631, r632, r633, r634, r635, r636, r637, r638, r639, r640, r641, r642, r643, r644, r645, r646, r647, r648, r649, r650, r651, r652, r653, r654, r655, r656, r657, r658, r659, r660, r661, r662, r663, r664, r665, r666, r667, r668, r669, r670, r671, r672, r673, r674, r675, r676, r677, r678, r679, r680, r681, r682, r683, r684, r685, r686, r687, r688, r689, r690, r691, r692, r693, r694, r695, r696, r697, r698, r699, r700, r701, r702, r703, r704, r705, r706, r707, r708, r709, r710, r711, r712, r713, r714, r715, r716, r717, r718, r719, r720, r721, r722, r723, r724, r725, r726, r727, r728, r729, r730, r731, r732, r733, r734, r735, r736, r737, r738, r739, r740, r741, r742, r743, r744, r745, r746, r747, r748, r749, r750, r751, r752, r753, r754, r755, r756, r757, r758, r759, r760, r761, r762, r763, r764, r765, r766, r767, r768, r769, r770, r771, r772, r773, r774, r775, r776, r777, r778, r779, r780, r781, r782, r783, r784, r785, r786, r787, r788, r789, r790, r791, r792, r793, r794, r795, r796, r797, r798, r799, r800, r801, r802, r803, r804, r805, r806, r807, r808, r809, r810, r811, r812, r813, r814, r815, r816, r817, r818, r819, r820, r821, r822, r823, r824, r825, r826, r827, r828, r829, r830, r831, r832, r833, r834, r835, r836, r837, r838, r839, r840, r841, r842, r843, r844, r845, r846, r847, r848, r849, r850, r851, r852, r853, r854, r855, r856, r857, r858, r859, r860, r861, r862, r863, r864, r865, r866, r867, r868, r869, r870, r871, r872, r873, r874, r875, r876, r877, r878, r879, r880, r881, r882, r883, r884, r885, r886, r887, r888, r889, r890, r891, r892, r893, r894, r895, r896, r897, r898, r899, r900, r901, r902, r903, r904, r905, r906, r907, r908, r909, r910, r911, r912, r913, r914, r915, r916, r917, r918, r919, r920, r921, r922, r923, r924, r925, r926, r927, r928, r929, r930, r931, r932, r933, r934, r935, r936, r937, r938, r939, r940, r941, r942, r943, r944, r945, r946, r947, r948, r949, r950, r951, r952, r953, r954, r955, r956, r957, r958, r959, r960, r961, r962, r963, r964, r965, r966, r967, r968, r969, r970, r971, r972, r973, r974, r975, r976, r977, r978, r979, r980, r981, r982, r983, r984, r985, r986, r987, r988, r989, r990, r991, r992, r993, r994, r995, r996, r997, r998, r999, r1000 ;
@End

@PartitionB
h9 (3, 10), h84 (4, 10), h74 (2, 10), h78 (1, 10), h1 (0, 10), h14 (1, 10), h25 (5, 10), h60 (8, 10), h76 (0, 10), h99 (3, 10), h15 (6, 10), h42 (0, 10), h50 (9, 10), h13 (5, 10), h35 (10, 10), h36 (4, 10), h66 (10, 10), h40 (8, 10), h57 (5, 10), h39 (4, 10), h30 (7, 10), h83 (3, 10), h65 (9, 10), h88 (3, 10), h79 (8, 10), h43 (7, 10), h52 (2, 10), h92 (5, 10), h51 (5, 10), h86 (10, 10), h44 (1, 10), h70 (1, 10), h46 (5, 10), h4 (8, 10), h22 (4, 10), h80 (4, 10), h77 (0, 10), h38 (0, 10), h72 (7, 10), h10 (3, 10), h23 (8, 10), h2 (8, 10), h55 (7, 10), h5 (0, 10), h59 (5, 10), h41 (6, 10), h27 (1, 10), h8 (8, 10), h56 (6, 10), h24 (4, 10), h64 (2, 10), h16 (3, 10), h90 (7, 10), h61 (8, 10), h100 (4, 10), h75 (0, 10), h94 (1, 10), h17 (2, 10), h18 (0, 10), h62 (4, 10), h7 (0, 10), h63 (1, 10), h82 (5, 10), h96 (7, 10), h48 (6, 10), h53 (2, 10), h26 (8, 10), h34 (1, 10), h58 (6, 10), h31 (1, 10), h32 (3, 10), h95 (10, 10), h91 (2, 10), h81 (2, 10), h97 (3, 10), h67 (8, 10), h45 (8, 10), h21 (2, 10), h71 (7, 10), h73 (10, 10), h54 (8, 10), h3 (2, 10), h6 (0, 10), h47 (9, 10), h20 (9, 10), h11 (7, 10), h12 (3, 10), h28 (3, 10), h93 (3, 10), h68 (3, 10), h89 (5, 10), h49 (2, 10), h87 (9, 10), h85 (8, 10), h29 (1, 10), h69 (0, 10), h98 (3, 10), h33 (4, 10), h37 (1, 10), h19 (8, 10) ;
@End

@PreferenceListsA
r1 : h51, h52, h5, h33, h81, h30, h75, h59, h63, h82, h53, h43, h94, h77, h73, h6, h21, h49, h13, h84, h58, h20, h95, h47, h61, h42, h28, h70, h76, h45, h89, h7, h97, h14, h12, h29, h100, h90, h91, h65, h26, h32, h11, h3, h92, h46, h8, h86, h74, h55, h38, h44, h79, h60, h41, h88, h17, h85, h10, h54, h68, h83, h1, h62, h35, h78, h96, h31, h69, h15, h50, h2, h80, h22, h9 ;
r2 : h3, h97, h10, h51, h76, h2, h14, h81, h24, h87, h91, h20, h61, h5, h100, h21, h79, h54, h46, h33, h34, h32, h26, h1, h95, h59, h86, h70, h65, h75, h15, h30, h63, h29, h53, h82, h94, h96, h40, h44, h47, h64, h89, h58, h6, h49, h73, h38, h84, h28, h18, h35, h11, h92, h42, h56, h50, h37, h77, h90, h99, h45, h66, h43, h83, h88, h7, h93, h22, h19, h55, h71, h48, h8, h57 ;
r3 : h32, h43, h22, h3, h46, h64, h76, h93, h7, h51, h12, h2, h56, h8, h26, h100, h47, h45, h35, h77, h44, h92, h97, h99, h21, h81, h50, h10, h55, h61, h75, h74, h60, h58, h59, h88, h70, h33, h96, h95, h16, h15, h91, h65, h78, h41, h89, h38, h49, h53, h24, h84, h90, h5, h9, h14, h73, h29, h94, h6, h11, h20, h30, h31, h28, h57, h62, h54, h83, h18, h42, h66, h52, h63, h86 ;
r4 : h75, h35, h21, h77, h58, h51, h46, h100, h71, h99, h54, h26, h64, h11, h38, h14, h20, h29, h81, h94, h43, h6, h76, h8, h19, h91, h45, h55, h5, h80, h15, h89, h61, h65, h32, h97, h83, h73, h90, h70, h3, h12, h7, h78, h53, h49, h47, h40, h59, h24, h63, h88, h79, h67, h33, h95, h84, h96, h22, h2, h30, h57, h60, h62, h93, h92, h10, h44, h50, h98, h86, h52, h16, h87, h74 ;
r5 : h100, h29, h58, h2, h44, h15, h5, h81, h94, h21, h95, h61, h30, h18, h26, h19, h33, h12, h43, h55, h35, h70, h97, h57, h3, h10, h45, h76, h8, h20, h46, h64, h91, h63, h49, h73, h6, h56, h51, h24, h41, h38, h82, h75, h7, h90, h47, h89, h9, h42, h65, h32, h92, h28, h83, h59, h84, h1, h86, h37, h36, h60, h93, h96, h79, h52, h78, h11, h88, h85, h16, h53, h54, h99, h50 ;
r6 : h91, h51, h24, h21, h59, h92, h26, h30, h42, h45, h73, h49, h4, h81, h15, h5, h2, h32, h33, h38, h65, h29, h78, h8, h35, h64, h80, h94, h72, h44, h100, h84, h6, h63, h20, h97, h3, h61, h60, h89, h19, h47, h75, h43, h58, h95, h46, h96, h66, h7, h70, h36, h76, h83, h79, h98, h77, h69, h57, h12, h55, h71, h48, h16, h82, h40, h25, h86, h11, h62, h50, h53, h56, h52, h1 ;
r7 : h70, h46, h33, h73, h3, h100, h5, h91, h10, h7, h48, h55, h57, h44, h66, h80, h75, h59, h81, h11, h96, h28, h63, h51, h36, h95, h45, h43, h76, h29, h64, h30, h58, h61, h26, h89, h77, h21, h8, h78, h32, h35, h6, h15, h74, h93, h97, h2, h20, h1, h14, h49, h94, h34, h24, h19, h65, h47, h37, h68, h92, h88, h86, h67, h62, h13, h18, h40, h79, h38, h12, h87, h53, h82, h60 ;
r8 : h86, h81, h94, h26, h87, h45, h35, h96, h18, h51, h66, h62, h43, h24, h3, h75, h31, h7, h73, h20, h21, h89, h53, h59, h70, h65, h84, h5, h95, h88, h19, h42, h61, h58, h100, h79, h77, h11, h32, h15, h92, h30, h8, h33, h69, h29, h54, h67, h76, h46, h49, h23, h6, h2, h38, h91, h25, h63, h72, h12, h90, h14, h78, h99, h39, h44, h16, h64, h97, h55, h57, h17, h34, h82, h47 ;
r9 : h91, h100, h81, h70, h32, h38, h94, h47, h51, h2, h86, h5, h8, h99, h21, h45, h33, h62, h46, h97, h96, h29, h52, h59, h30, h65, h89, h26, h82, h19, h95, h54, h92, h69, h43, h75, h41, h15, h64, h71, h60, h61, h83, h76, h84, h42, h14, h23, h11, h77, h35, h73, h53, h40, h3, h98, h24, h7, h87, h85, h63, h20, h58, h48, h4, h44, h18, h50, h10, h22, h6, h55, h80, h37, h12 ;
r10 : h82, h29, h6, h75, h12, h55, h33, h38, h90, h43, h88, h5, h3, h81, h53, h44, h42, h32, h70, h8, h84, h31, h27, h45, h52, h58, h26, h24, h100, h11, h95, h1, h85, h74, h14, h89, h97, h15, h46, h64, h77, h94, h92, h91, h7, h73, h76, h51, h78, h66, h23, h86, h56, h98, h20, h35, h63, h59, h79, h19, h21, h41, h30, h83, h61, h62, h57, h96, h93, h87, h22, h28, h40, h4, h65 ;
r11 : h51, h77, h33, h16, h70, h76, h84, h92, h26, h17, h45, h10, h1, h22, h100, h8, h44, h86, h15, h46, h53, h81, h75, h95, h91, h62, h97, h38, h21, h56, h58, h89, h29, h7, h18, h50, h12, h96, h5, h34, h19, h69, h4, h94, h41, h55, h25, h59, h24, h52, h82, h35, h61, h31, h68, h73, h28, h78, h49, h6, h90, h11, h32, h2, h20, h43, h93, h3, h79, h47, h40, h65, h67, h64, h14 ;
r12 : h33, h5, h51, h61, h38, h58, h3, h75, h20, h46, h26, h32, h96, h100, h89, h43, h81, h52, h94, h9, h21, h49, h18, h15, h87, h11, h69, h63, h56, h60, h77, h91, h35, h19, h66, h45, h24, h95, h97, h7, h73, h55, h36, h8, h64, h78, h14, h70, h84, h59, h76, h6, h29, h86, h12, h47, h83, h28, h44, h99, h82, h88, h2, h65, h48, h90, h27, h42, h30, h79, h68, h22, h40, h53, h67 ;
r13 : h100, h92, h63, h78, h66, h72, h14, h26, h81, h21, h35, h96, h55, h38, h51, h56, h5, h37, h49, h29, h33, h97, h76, h68, h64, h75, h31, h32, h27, h95, h60, h80, h65, h11, h89, h87, h86, h43, h20, h70, h90, h59, h77, h4, h94, h19, h44, h25, h45, h83, h54, h88, h79, h28, h8, h57, h30, h46, h10, h91, h98, h16, h1, h48, h61, h84, h3, h17, h40, h7, h39, h99, h50, h15, h47 ;
r14 : h21, h95, h26, h92, h48, h67, h54, h47, h75, h32, h63, h3, h35, h8, h13, h51, h49, h45, h88, h71, h15, h14, h81, h5, h7, h46, h94, h86, h91, h76, h24, h33, h100, h2, h79, h29, h17, h44, h59, h65, h20, h34, h41, h90, h84, h61, h64, h99, h38, h53, h73, h16, h18, h56, h89, h97, h96, h74, h77, h28, h43, h58, h82, h78, h9, h80, h70, h22, h6, h55, h11, h87, h10, h50, h1 ;
r15 : h64, h52, h95, h51, h89, h15, h97, h84, h46, h5, h63, h6, h30, h58, h24, h34, h22, h32, h54, h49, h8, h77, h3, h80, h29, h33, h53, h45, h16, h81, h20, h38, h21, h96, h86, h99, h43, h55, h61, h94, h67, h75, h12, h11, h26, h71, h36, h42, h41, h76, h73, h69, h82, h44, h70, h100, h2, h92, h65, h88, h13, h28, h66, h91, h59, h78, h17, h56, h35, h10, h83, h40, h62, h4, h68 ;
r16 : h88, h55, h76, h38, h81, h5, h54, h64, h63, h59, h62, h89, h51, h21, h3, h14, h84, h75, h60, h26, h97, h29, h40, h57, h16, h45, h70, h15, h6, h65, h91, h46, h42, h33, h44, h94, h31, h96, h58, h79, h36, h100, h98, h35, h20, h8, h78, h95, h11, h61, h43, h49, h30, h99, h32, h50, h83, h53, h77, h7, h10, h73, h69, h34, h28, h56, h37, h74, h92, h82, h12, h18, h86, h1, h68 ;
r17 : h56, h4, h29, h21, h15, h61, h51, h5, h26, h70, h46, h84, h91, h89, h14, h64, h35, h37, h7, h11, h45, h6, h80, h53, h75, h2, h38, h33, h58, h94, h95, h55, h82, h52, h43, h76, h99, h3, h100, h59, h31, h98, h8, h68, h20, h81, h54, h79, h19, h67, h97, h25, h18, h78, h49, h32, h77, h40, h47, h65, h88, h28, h86, h66, h92, h1, h73, h42, h22, h16, h12, h57, h96, h63, h30 ;
r18 : h87, h100, h5, h79, h84, h97, h65, h78, h8, h18, h26, h86, h33, h46, h22, h94, h61, h14, h15, h77, h76, h82, h45, h95, h75, h70, h81, h21, h7, h51, h64, h58, h29, h73, h68, h88, h90, h53, h10, h57, h44, h89, h43, h69, h38, h60, h3, h16, h31, h96, h52, h11, h55, h35, h91, h2, h12, h66, h4, h59, h48, h72, h6, h23, h63, h32, h24, h92, h20, h17, h62, h49, h41, h99, h83 ;
