@PartitionA
a343, a178, a387, a462, a896, a853, a284, a331, a115, a287, a459, a739, a42, a1, a52, a57, a732, a69, a722, a558, a449, a954, a95, a765, a858, a747, a108, a667, a209, a424, a299, a374, a713, a746, a753, a592, a593, a53, a346, a188, a127, a163, a83, a590, a575, a711, a485, a822, a951, a439, a401, a290, a322, a861, a550, a647, a551, a684, a683, a56, a128, a900, a211, a596, a682, a243, a102, a484, a254, a869, a776, a629, a741, a913, a943, a474, a325, a43, a420, a569, a705, a565, a432, a902, a375, a613, a414, a685, a532, a693, a673, a332, a410, a365, a491, a572, a665, a175, a406, a748, a340, a719, a729, a153, a352, a937, a288, a947, a398, a761, a294, a229, a90, a417, a252, a534, a197, a674, a906, a928, a908, a297, a419, a552, a98, a586, a919, a454, a979, a87, a296, a2, a700, a790, a483, a618, a487, a149, a63, a637, a759, a811, a916, a505, a530, a68, a980, a58, a242, a794, a120, a386, a977, a38, a885, a434, a860, a415, a36, a390, a970, a215, a13, a490, a824, a654, a796, a968, a933, a430, a542, a886, a402, a138, a453, a856, a31, a844, a300, a82, a583, a348, a519, a9, a887, a708, a367, a281, a285, a793, a808, a335, a862, a27, a976, a956, a258, a236, a173, a403, a781, a883, a648, a151, a273, a585, a355, a784, a758, a579, a101, a867, a218, a15, a286, a601, a818, a848, a156, a653, a644, a646, a764, a710, a152, a195, a879, a666, a904, a6, a255, a865, a921, a907, a203, a293, a116, a124, a344, a546, a567, a828, a91, a660, a208, a840, a890, a923, a950, a998, a59, a313, a834, a806, a570, a18, a492, a186, a909, a29, a161, a385, a638, a826, a192, a699, a698, a560, a612, a615, a330, a541, a275, a755, a20, a246, a11, a633, a800, a493, a216, a591, a626, a181, a318, a488, a262, a756, a598, a399, a681, a799, a16, a148, a239, a846, a35, a757, a118, a475, a282, a603, a745, a803, a827, a927, a217, a140, a311, a662, a351, a302, a967, a259, a523, a241, a158, a339, a495, a995, a769, a553, a770, a429, a898, a819, a981, a64, a17, a426, a772, a905, a304, a520, a948, a503, a847, a132, a894, a47, a73, a364, a113, a687, a316, a308, a581, a537, a675, a499, a146, a185, a634, a60, a589, a117, a309, a531, a652, a61, a559, a334, a690, a911, a941, a783, a179, a456, a477, a774, a12, a24, a129, a317, a409, a749, a938, a369, a602, a81, a233, a413, a465, a131, a7, a278, a767, a605, a671, a180, a301, a366, a103, a74, a479, a412, a949, a125, a380, a965, a201, a159, a994, a680, a754, a797, a702, a496, a444, a338, a19, a775, a388, a600, a350, a354, a918, a990, a627, a639, a997, a509, a94, a731, a986, a214, a441, a763, a609, a975, a22, a672, a649, a45, a988, a411, a62, a513, a964, a709, a494, a433, a48, a264, a303, a328, a437, a910, a65, a622, a610, a735, a778, a88, a212, a442, a842, a263, a712, a247, a952, a521, a661, a740, a751, a991, a147, a276, a37, a476, a736, a167, a691, a982, a724, a953, a114, a696, a119, a443, a768, a817, a825, a773, a160, a1000, a295, a522, a219, a72, a744, a89, a144, a628, a632, a707, a133, a240, a171, a370, a382, a368, a106, a528, a30, a40, a110, a650, a594, a198, a643, a611, a452, a526, a5, a221, a929, a3, a359, a80, a527, a14, a232, a277, a458, a568, a543, a373, a715, a935, a447, a656, a327, a670, a805, a283, a845, a450, a207, a831, a250, a489, a695, a762, a245, a315, a143, a266, a584, a636, a829, a395, a895, a989, a267, a461, a99, a183, a470, a838, a810, a863, a193, a821, a260, a555, a510, a663, a694, a659, a237, a244, a621, a256, a573, a624, a658, a930, a164, a268, a876, a920, a336, a816, a457, a92, a866, a733, a813, a23, a841, a972, a44, a931, a815, a587, a832, a292, a716, a122, a873, a361, a123, a400, a451, a599, a516, a376, a604, a645, a984, a139, a189, a291, a323, a356, a379, a625, a435, a875, a901, a859, a903, a468, a39, a200, a97, a548, a792, a70, a416, a961, a801, a32, a251, a448, a771, a777, a512, a839, a881, a914, a837, a566, a730, a194, a467, a21, a676, a121, a320, a238, a187, a655, a726, a422, a617, a899, a172, a704, a104, a324, a812, a779, a766, a703, a466, a791, a557, a469, a692, a425, a405, a445, a345, a725, a481, a944, a4, a427, a855, a743, a393, a391, a349, a752, a720, a514, a939, a561, a969, a978, a993, a631, a85, a126, a206, a870, a932, a544, a830, a529, a463, a428, a150, a190, a545, a641, a213, a539, a780, a77, a50, a360, a563, a518, a71, a321, a807, a782, a199, a169, a357, a597, a525, a191, a515, a880, a46, a501, a347, a789, a651, a571, a728, a312, a170, a423, a721, a540, a580, a265, a640, a196, a79, a157, a554, a882, a418, a893, a983, a272, a547, a326, a616, a959, a973, a804, a940, a136, a455, a28, a228, a688, a184, a381, a689, a760, a851, a718, a270, a498, a850, a795, a333, a389, a668, a922, a165, a823, a55, a408, a271, a697, a204, a582, a608, a248, a34, a620, a987, a210, a257, a384, a737, a946, a985, a576, a202, a362, a723, a378, a871, a135, a10, a307, a227, a564, a162, a306, a884, a942, a642, a809, a664, a701, a833, a945, a958, a67, a225, a8, a231, a857, a319, a588, a363, a872, a289, a253, a478, a446, a836, a962, a614, a889, a577, a686, a130, a971, a912, a111, a864, a917, a436, a963, a341, a107, a279, a314, a607, a105, a396, a96, a678, a924, a992, a486, a517, a714, a176, a960, a372, a798, a26, a305, a606, a224, a154, a507, a535, a358, a574, a249, a549, a310, a274, a538, a25, a166, a342, a750, a220, a392, a635, a878, a54, a75, a141, a706, a78, a508, a168, a562, a524, a786, a835, a996, a234, a891, a849, a727, a734, a966, a955, a482, a630, a925, a280, a460, a76, a536, a657, a329, a802, a814, a595, a936, a177, a717, a51, a100, a533, a506, a888, a502, a915, a999, a679, a820, a926, a619, a298, a497, a500, a109, a957, a431, a440, a394, a464, a504, a235, a473, a669, a480, a868, a471, a843, a261, a974, a337, a33, a742, a787, a377, a226, a49, a578, a41, a66, a86, a223, a874, a383, a93, a511, a877, a174, a788, a230, a371, a934, a397, a892, a269, a134, a182, a353, a145, a137, a677, a852, a404, a472, a897, a438, a421, a84, a623, a155, a205, a556, a785, a738, a854, a112, a407, a142, a222 ;
@End

@PartitionB
b5 (12, 50), b1 (47, 50), b7 (47, 50), b14 (48, 50), b12 (6, 50), b13 (14, 50), b17 (50, 50), b20 (16, 50), b3 (20, 50), b18 (4, 50), b8 (49, 50), b11 (1, 50), b16 (36, 50), b19 (33, 50), b15 (16, 50), b4 (11, 50), b2 (7, 50), b6 (27, 50), b10 (27, 50), b9 (41, 50) ;
@End

@PreferenceListsA
a343 : b10, b17, b13, b18, b14 ;
a178 : b4, b12, b2, b10, b19 ;
a387 : b6, b2, b18, b19, b9 ;
a462 : b6, b1, b16, b5, b12 ;
a896 : b2, b14, b7, b6, b19 ;
a853 : b7, b18, b1, b9, b12 ;
a284 : b14, b1, b4, b2, b20 ;
a331 : b3, b11, b8, b20, b5 ;
a115 : b11, b3, b12, b19, b15 ;
a287 : b10, b16, b20, b18, b15 ;
a459 : b19, b11, b20, b16, b7 ;
a739 : b13, b14, b20, b4, b3 ;
a42 : b18, b8, b4, b10, b19 ;
a1 : b10, b8, b1, b3, b19 ;
a52 : b20, b2, b13, b9, b5 ;
a57 : b14, b10, b17, b15, b12 ;
a732 : b8, b18, b20, b11, b6 ;
a69 : b4, b13, b6, b18, b15 ;
a722 : b12, b20, b7, b19, b4 ;
a558 : b10, b1, b19, b11, b15 ;
a449 : b8, b17, b5, b20, b2 ;
a954 : b2, b16, b5, b4, b7 ;
a95 : b18, b7, b1, b2, b6 ;
a765 : b12, b20, b16, b18, b17 ;
a858 : b8, b16, b7, b5, b3 ;
a747 : b1, b15, b12, b9, b6 ;
a108 : b19, b15, b12, b1, b13 ;
a667 : b20, b14, b15, b3, b7 ;
a209 : b10, b6, b15, b20, b19 ;
a424 : b3, b18, b1, b13, b8 ;
a299 : b6, b13, b7, b3, b19 ;
a374 : b4, b18, b16, b13, b5 ;
a713 : b7, b11, b19, b9, b1 ;
a746 : b17, b16, b10, b7, b2 ;
a753 : b8, b15, b1, b12, b17 ;
a592 : b11, b18, b13, b7, b6 ;
a593 : b17, b5, b1, b6, b19 ;
a53 : b3, b15, b7, b20, b2 ;
a346 : b7, b6, b12, b15, b11 ;
a188 : b3, b14, b2, b8, b15 ;
a127 : b7, b13, b15, b11, b18 ;
a163 : b8, b1, b12, b7, b19 ;
a83 : b9, b12, b13, b8, b15 ;
a590 : b13, b12, b19, b17, b18 ;
a575 : b10, b1, b7, b12, b13 ;
a711 : b14, b8, b12, b9, b11 ;
a485 : b6, b20, b10, b9, b3 ;
a822 : b20, b14, b12, b18, b1 ;
a951 : b5, b14, b16, b11, b10 ;
a439 : b15, b5, b6, b20, b4 ;
a401 : b15, b8, b4, b12, b1 ;
a290 : b16, b14, b1, b4, b7 ;
a322 : b19, b18, b12, b15, b20 ;
a861 : b17, b2, b1, b16, b14 ;
a550 : b9, b18, b14, b5, b1 ;
a647 : b12, b7, b6, b5, b1 ;
a551 : b8, b4, b1, b16, b20 ;
a684 : b6, b5, b18, b14, b2 ;
a683 : b3, b17, b4, b15, b13 ;
a56 : b13, b15, b19, b11, b6 ;
a128 : b15, b7, b3, b17, b8 ;
a900 : b20, b15, b2, b16, b17 ;
a211 : b14, b6, b20, b7, b16 ;
a596 : b8, b18, b11, b6, b1 ;
a682 : b18, b19, b5, b11, b7 ;
a243 : b12, b14, b1, b7, b13 ;
a102 : b4, b17, b12, b11, b14 ;
a484 : b15, b6, b14, b11, b20 ;
a254 : b1, b7, b4, b10, b11 ;
a869 : b17, b11, b19, b3, b7 ;
a776 : b6, b4, b18, b3, b8 ;
a629 : b20, b18, b12, b8, b9 ;
a741 : b2, b8, b18, b17, b9 ;
a913 : b6, b5, b16, b19, b4 ;
a943 : b19, b7, b9, b1, b18 ;
a474 : b14, b17, b8, b9, b19 ;
a325 : b9, b16, b14, b11, b7 ;
a43 : b4, b8, b9, b10, b6 ;
a420 : b9, b13, b12, b18, b17 ;
a569 : b20, b16, b10, b2, b4 ;
a705 : b4, b3, b9, b16, b10 ;
a565 : b2, b1, b14, b10, b8 ;
a432 : b13, b2, b6, b19, b15 ;
a902 : b7, b18, b15, b8, b3 ;
a375 : b1, b10, b17, b3, b8 ;
a613 : b15, b3, b14, b10, b2 ;
a414 : b20, b8, b11, b14, b2 ;
a685 : b13, b8, b17, b5, b7 ;
a532 : b6, b8, b2, b16, b17 ;
a693 : b11, b9, b15, b18, b14 ;
a673 : b6, b15, b3, b14, b18 ;
a332 : b10, b5, b9, b15, b6 ;
a410 : b14, b9, b4, b10, b6 ;
a365 : b7, b16, b4, b17, b13 ;
a491 : b16, b12, b13, b11, b9 ;
a572 : b6, b11, b4, b8, b13 ;
a665 : b13, b2, b7, b6, b8 ;
a175 : b2, b6, b17, b9, b3 ;
a406 : b8, b9, b1, b10, b18 ;
a748 : b1, b5, b10, b3, b7 ;
a340 : b4, b13, b9, b6, b1 ;
a719 : b4, b7, b16, b11, b20 ;
a729 : b13, b10, b18, b9, b17 ;
a153 : b16, b14, b11, b3, b13 ;
a352 : b12, b7, b2, b16, b17 ;
a937 : b7, b9, b10, b20, b4 ;
a288 : b8, b9, b19, b1, b17 ;
a947 : b19, b15, b13, b14, b6 ;
a398 : b15, b9, b17, b8, b6 ;
a761 : b13, b3, b18, b12, b14 ;
a294 : b20, b13, b3, b18, b6 ;
a229 : b6, b12, b9, b8, b17 ;
a90 : b18, b1, b17, b11, b14 ;
a417 : b11, b18, b16, b17, b20 ;
a252 : b3, b1, b12, b2, b14 ;
a534 : b16, b1, b6, b20, b17 ;
a197 : b2, b18, b20, b10, b7 ;
a674 : b17, b10, b2, b5, b19 ;
a906 : b7, b17, b11, b5, b19 ;
a928 : b2, b12, b13, b15, b5 ;
a908 : b1, b17, b4, b5, b11 ;
a297 : b8, b9, b11, b15, b1 ;
a419 : b2, b13, b12, b4, b14 ;
a552 : b10, b14, b3, b18, b5 ;
a98 : b8, b16, b15, b3, b20 ;
a586 : b3, b2, b14, b17, b19 ;
a919 : b2, b17, b3, b16, b19 ;
a454 : b8, b2, b15, b9, b11 ;
a979 : b18, b5, b6, b19, b13 ;
a87 : b3, b17, b1, b18, b9 ;
a296 : b16, b10, b15, b1, b4 ;
a2 : b11, b16, b7, b13, b2 ;
a700 : b3, b2, b14, b13, b15 ;
a790 : b2, b18, b12, b20, b7 ;
a483 : b19, b14, b3, b11, b6 ;
a618 : b5, b6, b12, b13, b20 ;
a487 : b3, b5, b20, b11, b15 ;
a149 : b18, b19, b7, b12, b13 ;
a63 : b16, b6, b14, b9, b2 ;
a637 : b8, b5, b17, b3, b6 ;
a759 : b11, b4, b3, b8, b9 ;
a811 : b5, b3, b6, b16, b9 ;
a916 : b1, b12, b5, b16, b20 ;
a505 : b16, b15, b8, b18, b7 ;
a530 : b20, b5, b3, b16, b2 ;
a68 : b17, b11, b20, b8, b7 ;
a980 : b6, b9, b11, b18, b13 ;
a58 : b10, b7, b14, b9, b20 ;
a242 : b3, b11, b8, b18, b19 ;
a794 : b17, b18, b6, b13, b11 ;
a120 : b5, b6, b10, b12, b7 ;
a386 : b16, b7, b17, b11, b8 ;
a977 : b8, b18, b2, b14, b3 ;
a38 : b1, b2, b6, b4, b16 ;
a885 : b13, b16, b15, b20, b11 ;
a434 : b5, b7, b9, b14, b12 ;
a860 : b15, b17, b5, b13, b11 ;
a415 : b3, b4, b2, b7, b11 ;
a36 : b16, b18, b5, b9, b4 ;
a390 : b9, b12, b1, b7, b15 ;
a970 : b2, b4, b11, b13, b5 ;
a215 : b15, b17, b5, b16, b14 ;
a13 : b12, b1, b8, b19, b5 ;
a490 : b18, b6, b13, b2, b5 ;
a824 : b6, b11, b9, b17, b14 ;
a654 : b20, b13, b4, b6, b19 ;
a796 : b3, b16, b18, b4, b20 ;
a968 : b1, b5, b3, b12, b10 ;
a933 : b20, b2, b10, b1, b3 ;
a430 : b1, b4, b9, b7, b11 ;
a542 : b2, b3, b7, b4, b8 ;
a886 : b7, b14, b19, b11, b12 ;
a402 : b10, b9, b13, b6, b3 ;
a138 : b19, b1, b7, b3, b16 ;
a453 : b18, b4, b14, b12, b10 ;
a856 : b4, b2, b18, b8, b6 ;
a31 : b16, b19, b1, b12, b11 ;
a844 : b6, b2, b9, b18, b8 ;
a300 : b1, b13, b16, b19, b12 ;
a82 : b20, b16, b1, b2, b13 ;
a583 : b10, b1, b7, b11, b12 ;
a348 : b17, b5, b1, b9, b16 ;
a519 : b2, b4, b20, b1, b10 ;
a9 : b20, b16, b8, b11, b3 ;
a887 : b9, b6, b20, b16, b14 ;
a708 : b7, b6, b4, b13, b20 ;
a367 : b12, b11, b3, b5, b4 ;
a281 : b10, b20, b3, b11, b19 ;
a285 : b19, b6, b7, b13, b18 ;
a793 : b1, b5, b15, b13, b11 ;
a808 : b15, b16, b19, b11, b10 ;
a335 : b13, b7, b3, b15, b2 ;
a862 : b14, b16, b18, b1, b17 ;
a27 : b9, b12, b20, b10, b17 ;
a976 : b5, b2, b12, b19, b20 ;
a956 : b16, b15, b8, b19, b14 ;
a258 : b11, b13, b14, b19, b17 ;
a236 : b16, b3, b10, b17, b20 ;
a173 : b16, b1, b13, b14, b8 ;
a403 : b15, b14, b20, b3, b19 ;
a781 : b17, b18, b2, b1, b8 ;
a883 : b3, b17, b14, b19, b16 ;
a648 : b19, b18, b6, b10, b7 ;
a151 : b5, b11, b3, b13, b4 ;
a273 : b3, b10, b5, b2, b7 ;
a585 : b11, b18, b19, b16, b14 ;
a355 : b19, b8, b10, b4, b18 ;
a784 : b19, b6, b9, b11, b18 ;
a758 : b13, b14, b15, b1, b20 ;
a579 : b3, b2, b17, b4, b9 ;
a101 : b13, b12, b15, b18, b20 ;
a867 : b15, b11, b8, b6, b13 ;
a218 : b16, b4, b9, b5, b18 ;
a15 : b14, b20, b16, b19, b1 ;
a286 : b1, b9, b7, b18, b13 ;
a601 : b14, b20, b4, b1, b9 ;
a818 : b13, b16, b3, b12, b17 ;
